43,30,47,20,49,23,41,29,24,08,
05,09,37,02,28,43,40,48,36,10,
11,35,17,31,44,25,04,12,40,22,
20,39,15,35,26,42,17,21,43,19,
18,41,33,46,47,07,26,42,36,04,
18,14,26,42,32,12,30,11,24,15,
45,05,46,27,49,16,01,25,12,30,
16,37,41,10,38,08,24,18,05,07,
48,10,08,43,14,42,06,49,32,02,
22,35,43,09,18,02,27,26,48,33,
34,23,11,15,24,18,40,19,20,29,
12,17,05,48,13,39,02,08,40,29,
39,02,08,40,09,30,31,38,28,32,
27,33,03,21,13,16,12,22,04,35,
09,47,27,36,20,13,49,23,02,21,
40,09,41,10,05,48,26,30,31,21,
33,48,23,11,15,14,42,40,17,34,
45,38,08,24,28,36,25,47,07,13,
17,44,01,04,41,16,08,20,26,19,
48,23,31,18,24,15,09,38,19,17,
05,03,18,25,15,41,13,10,21,23,
45,08,04,18,24,44,21,42,43,48,
21,33,40,42,03,05,07,16,18,47,
10,18,35,03,34,06,36,30,47,01,
18,41,06,26,40,42,46,24,05,17,
30,18,41,23,01,04,24,44,37,25,
19,42,06,49,16,01,14,36,45,34,
20,23,31,38,11,27,10,05,19,09,
07,06,29,04,25,15,24,11,22,48,
38,15,40,29,01,30,47,48,16,02,
40,07,23,37,02,21,42,13,16,27,
02,08,20,26,30,38,05,09,40,48,
36,48,10,18,15,04,35,32,27,49,
04,02,12,42,32,22,40,48,13,49,
07,36,25,22,30,27,16,08,20,12,
20,39,45,08,24,38,28,46,25,21,
06,13,10,31,44,02,28,26,30,05,
32,02,08,40,30,01,04,14,26,42,
12,46,47,42,14,23,07,33,40,32,
33,46,41,23,31,11,22,01,19,12,
11,24,34,26,20,39,44,41,49,07,
01,45,15,40,29,20,36,30,08,48,
49,33,40,46,22,30,02,18,37,28,
11,37,18,38,34,10,15,40,20,39,
03,15,19,46,47,42,05,36,45,34,
12,17,15,01,48,49,07,32,41,36,
14,17,18,15,04,45,38,21,06,10,
29,30,08,01,48,49,06,43,14,46,
44,41,10,05,17,15,40,09,12,32,
31,11,12,09,08,01,38,44,18,19,
22,20,16,47,48,33,17,44,37,41,
39,14,06,10,28,17,11,02,01,07,
40,20,29,35,06,39,25,42,33,48,
47,42,17,28,32,12,19,30,38,34,
39,25,04,22,40,46,37,18,48,49,
48,06,23,11,24,05,46,02,37,27,
17,34,49,16,01,43,35,06,10,15,
49,03,44,11,15,45,05,31,32,04,
11,25,04,47,46,37,28,06,49,26,
11,25,24,34,39,14,13,06,16,12,
11,45,38,21,26,22,04,28,36,25,
17,31,34,36,20,33,22,43,35,06,
26,09,37,47,29,01,40,30,28,16,
03,05,32,15,24,31,19,30,21,07,
15,48,49,33,20,10,05,22,43,04,
45,11,27,29,24,31,34,23,28,06,
15,48,39,41,16,27,13,10,28,46,
03,18,14,13,36,09,01,17,28,46,
12,40,42,46,25,14,43,48,10,21,
24,11,12,09,27,16,22,43,35,40,
40,30,11,04,37,18,02,12,07,43,
21,36,43,35,06,49,33,48,22,16,
28,16,38,44,31,18,15,43,14,32,
15,30,41,29,14,42,16,21,17,28,
12,07,16,28,13,37,32,14,21,46,
39,27,49,07,42,06,29,04,15,35,
48,13,10,18,15,04,24,34,39,37,
19,03,18,15,14,36,43,25,47,28,
04,41,06,23,18,47,03,28,32,46,
40,07,16,28,13,36,20,33,17,34,
31,11,47,46,27,29,43,24,18,14,
47,19,09,02,21,36,43,14,32,41,
12,09,41,10,44,08,01,40,07,33,
18,15,04,45,41,06,23,11,44,12,
28,42,23,08,09,18,27,29,43,14,
48,06,13,39,14,23,12,22,17,38,
38,18,04,27,10,34,33,42,46,44,
19,17,15,01,09,14,36,43,32,47,
30,37,02,11,45,38,12,42,36,35,
36,01,20,06,13,10,38,11,41,33,
32,15,45,05,19,48,36,30,27,16,
14,03,44,18,41,13,10,05,30,31,
06,33,03,11,22,01,30,12,43,04,
11,47,42,26,32,14,17,05,48,16,
04,14,23,41,10,05,40,42,03,44,
17,44,12,05,20,10,28,46,14,26,
32,04,12,40,45,28,17,21,43,30,
18,25,15,24,21,43,19,07,16,36,
06,49,36,25,47,22,04,15,42,07,
28,42,23,08,48,39,02,41,29,25,
07,43,40,30,01,14,32,27,10,34,
12,42,46,04,02,37,47,20,49,13,
39,47,32,14,43,19,46,41,36,48,
43,19,32,25,24,15,46,37,28,13,
05,20,10,34,36,06,23,38,15,40,
09,47,41,10,11,27,05,30,38,44,
35,42,16,01,45,15,40,29,19,07,
27,10,28,36,24,31,44,41,29,25,
47,07,23,08,48,10,28,42,26,46,
26,29,20,40,46,47,42,07,32,22,
10,28,46,14,43,01,19,17,44,16,
13,10,34,29,45,15,20,33,32,28,
39,27,24,44,12,22,14,32,41,16,
17,21,33,30,31,16,18,27,10,15,
31,11,12,40,03,18,25,35,46,45,
27,49,36,43,25,02,33,42,46,04,
19,17,44,02,38,05,30,11,04,41,
45,28,36,35,33,48,26,06,10,44,
33,30,18,12,48,26,13,39,35,46,
26,17,05,03,21,42,08,14,07,32,
37,11,24,05,07,16,31,28,36,35,
01,04,35,46,25,15,41,36,48,49,
03,44,02,38,05,17,22,35,13,36,
45,28,42,33,19,09,41,49,46,35,
04,24,34,49,46,25,15,35,13,33,
32,15,35,06,39,24,31,34,10,05,
29,25,02,27,16,37,12,03,31,15,
09,21,17,08,25,02,41,39,01,19,
21,13,23,11,14,26,07,12,33,30,
22,04,12,20,10,21,13,29,15,25,
40,19,48,26,22,43,24,18,14,03,
40,17,34,29,43,04,15,25,14,33,
14,46,15,25,37,38,30,27,26,40,
19,20,10,15,01,30,27,33,07,21,
12,30,28,23,37,02,33,29,01,47,
01,30,08,09,11,14,26,32,25,45,
29,01,40,19,30,41,49,03,05,46,
13,39,14,33,20,29,03,34,49,46,
08,14,46,04,41,33,32,35,42,13,
47,32,35,42,13,26,29,19,46,02,
47,03,11,12,20,49,06,10,05,46,
02,37,27,23,38,44,41,29,25,39,
47,30,31,21,16,01,04,24,05,19,
09,21,32,02,37,08,19,17,15,30,
41,49,42,26,22,14,32,27,39,29,
20,10,18,25,45,08,35,33,44,47,
28,07,32,22,09,18,37,33,27,36,
19,07,26,03,31,15,42,46,25,27,
29,35,23,08,30,12,03,31,34,06,
27,33,03,08,04,45,38,18,24,15,
32,45,18,35,17,28,07,36,25,12,
44,01,25,47,07,43,09,38,34,16,
46,41,16,37,47,29,09,31,08,04,
11,25,35,42,33,20,39,45,18,04,
37,08,01,20,36,30,12,32,15,24,
31,21,06,39,12,20,49,16,11,25,
08,25,02,12,46,37,11,15,14,17,
49,06,10,28,36,25,22,09,38,34,
14,03,44,02,38,34,26,09,08,40,
20,39,27,14,23,12,46,10,05,03,
33,42,03,34,13,10,44,27,26,48,
18,41,13,49,03,05,08,04,45,38,
42,03,15,09,28,26,07,43,48,39,
41,33,32,45,31,05,40,46,02,37,
13,06,26,40,42,17,28,46,14,29,
25,45,28,03,34,33,32,24,16,27,
06,36,09,18,27,39,47,03,11,37,
35,32,41,16,08,30,49,28,43,01,
20,49,03,05,40,11,12,19,22,45,
12,03,18,14,13,16,37,41,49,32,
47,30,28,33,19,20,49,17,18,15,
44,41,49,17,38,21,26,27,16,47,
39,22,30,37,08,20,23,21,03,05,
37,31,11,47,32,25,15,04,24,44,
20,39,41,13,29,24,38,18,45,31,
48,10,34,06,13,39,14,26,03,38,
23,02,31,28,32,22,20,26,30,18,
48,10,18,15,25,37,27,29,43,41,
04,37,31,08,45,44,47,19,30,01,
19,42,17,38,31,34,10,36,20,40,
04,22,30,02,28,26,35,17,18,24,
31,05,48,23,28,43,20,06,33,42,
46,02,38,05,48,26,20,49,33,09,
07,06,10,34,39,35,03,05,17,44,
15,04,35,46,45,38,18,02,12,22,
11,12,20,10,44,41,15,19,17,05,
39,27,10,34,05,30,38,06,13,29,
16,47,29,30,41,49,43,01,40,20,
12,17,05,15,48,39,14,23,37,27,
