03,25,06,20,39,21,26,23,17,11,
40,42,27,19,28,13,35,36,14,01,
05,40,46,21,36,34,19,01,14,12,
41,30,18,47,46,31,15,25,45,28,
27,30,02,08,10,25,43,29,41,16,
20,19,28,42,13,35,33,26,09,32,
07,12,09,27,04,33,32,16,41,30,
33,03,38,11,08,44,47,28,36,05,
35,42,36,25,31,15,39,04,02,22,
18,04,02,22,44,41,29,24,28,07,
36,29,05,40,19,23,41,39,18,33,
25,08,15,49,13,06,43,34,29,30,
39,18,16,08,10,15,49,13,35,03,
25,47,03,40,28,05,23,31,01,29,
46,43,19,18,45,09,31,01,20,34,
46,35,17,11,21,04,47,31,14,13,
18,47,26,48,06,04,45,28,37,08,
29,19,46,31,05,08,34,20,39,18,
42,13,35,03,25,45,48,10,11,21,
34,20,29,30,27,43,14,12,40,46,
47,03,38,40,09,37,07,26,23,28,
11,06,49,17,09,02,47,01,15,19,
41,33,13,39,02,12,42,11,43,30,
18,08,44,31,37,07,23,17,24,14,
15,05,38,23,31,48,10,28,37,21,
09,12,23,31,11,18,16,01,39,47,
32,43,20,45,34,15,04,35,22,06,
46,31,14,33,38,25,45,40,42,07,
20,29,30,22,34,39,41,35,13,33,
26,38,34,43,05,25,06,19,09,37,
23,21,27,49,17,40,11,06,39,08,
49,37,41,10,09,21,07,17,38,48,
27,49,32,47,42,39,21,23,35,04,
28,17,09,41,30,02,47,38,15,05,
37,17,15,29,24,09,18,08,14,12,
43,34,30,18,47,26,48,33,40,23,
18,41,06,45,25,35,27,49,10,09,
11,31,05,13,29,20,33,26,40,09,
32,33,11,16,08,39,06,49,22,20,
12,40,46,21,13,35,42,23,27,26,
02,21,22,30,27,35,42,03,25,45,
31,15,44,08,49,13,16,17,25,47,
28,46,45,09,41,29,49,23,37,07,
01,05,34,39,21,13,45,15,29,04,
34,39,02,07,13,43,15,49,36,05,
16,27,45,25,02,31,48,20,30,18,
42,12,38,25,33,01,47,34,10,19,
38,34,33,36,29,15,39,04,31,05,
40,13,30,31,38,01,10,34,35,46,
39,08,14,32,21,03,05,13,30,18,
03,28,32,31,15,34,39,47,13,20,
23,02,18,04,06,20,30,41,19,28,
01,24,48,29,39,45,38,28,37,31,
38,40,28,26,42,37,02,08,29,15,
15,25,21,42,46,06,49,32,31,16,
41,49,32,47,36,39,06,27,02,17,
40,11,16,41,49,12,48,43,14,28,
26,09,07,42,13,06,04,16,02,21,
48,30,08,29,25,02,17,34,35,03,
18,33,09,22,34,19,11,35,12,45,
36,39,43,29,24,38,01,30,37,12,
15,29,24,09,41,49,37,18,31,05,
03,05,46,18,33,40,26,01,14,22,
28,12,46,43,39,29,34,30,41,49,
07,22,39,33,40,42,17,01,49,23,
20,39,31,14,46,43,29,37,18,21,
37,18,45,11,41,43,34,29,20,25,
27,35,03,14,46,43,39,06,31,34,
10,44,22,21,32,31,34,04,35,41,
33,48,43,34,10,28,12,01,15,20,
20,06,33,23,18,31,44,07,13,36,
26,13,39,08,05,11,06,49,07,17,
36,14,32,31,25,16,18,02,12,23,
15,25,08,30,37,32,45,40,09,07,
15,29,39,06,19,40,03,09,41,10,
32,33,28,13,16,07,42,03,05,10,
36,10,25,16,41,49,32,31,44,12,
09,21,32,47,03,28,22,20,45,15,
22,44,18,21,13,04,31,25,35,27,
28,22,30,27,43,15,19,03,01,49,
27,43,24,40,28,26,46,02,32,06,
42,17,38,09,47,48,33,46,02,27,
27,20,10,40,01,15,49,46,06,28,
49,13,16,12,36,29,15,20,32,04,
44,31,01,30,32,33,09,35,17,28,
27,04,45,38,40,48,33,13,30,31,
15,44,21,32,18,35,12,09,17,05,
35,42,46,33,11,04,41,23,18,06,
29,49,36,44,41,27,02,20,10,48,
10,15,24,01,19,13,49,17,48,29,
24,11,21,26,46,08,05,09,27,43,
08,15,20,33,42,07,17,38,28,37,
02,47,40,26,11,35,37,31,28,27,
37,27,35,26,01,34,10,09,47,05,
37,07,23,17,15,44,18,21,42,13,
39,35,27,19,09,22,14,37,02,41,
24,09,31,48,10,02,21,07,32,08,
26,01,15,49,23,07,42,27,39,08,
21,42,46,16,31,38,11,47,22,19,
30,18,31,15,25,02,32,04,21,42,
34,35,03,15,05,38,29,14,22,20,
44,27,43,34,29,20,05,48,35,46,
39,06,29,20,33,26,38,15,44,08,
07,23,22,25,47,42,32,02,26,13,
17,15,34,39,41,35,26,36,20,43,
17,28,12,40,23,02,41,39,21,46,
47,23,21,12,01,14,07,37,17,09,
43,24,11,41,35,46,06,10,48,09,
28,46,43,30,32,04,47,26,40,03,
40,38,24,14,26,36,19,13,39,47,
10,01,19,03,28,07,22,29,15,20,
11,45,40,38,14,36,05,01,13,35,
36,14,17,40,26,48,06,33,23,08,
14,03,15,44,47,38,34,33,42,32,
06,16,12,26,48,04,31,30,47,09,
03,15,24,11,18,04,41,43,44,31,
34,04,35,12,40,42,22,20,23,26,
03,44,27,43,25,41,04,33,38,35,
05,23,21,12,38,24,46,31,44,22,
29,15,34,20,49,17,38,01,44,31,
31,14,46,04,18,43,39,02,22,25,
36,34,10,11,31,25,04,47,46,21,
02,27,16,32,06,29,20,45,24,05,
34,10,09,08,30,22,19,48,16,15,
19,03,38,48,30,08,39,33,40,26,
24,14,23,32,04,18,35,17,01,39,
43,49,23,12,36,39,04,08,44,20,
36,30,17,15,25,21,23,37,32,33,
21,07,27,19,11,45,48,20,39,47,
15,49,42,26,46,08,34,22,20,35,
29,14,22,25,31,05,23,11,18,43,
17,40,46,31,34,33,42,12,11,45,
30,08,10,05,23,41,49,12,09,22,
07,03,44,37,22,24,09,18,02,32,
01,49,42,13,16,12,26,11,04,08,
40,46,21,35,07,27,39,08,14,22,
43,20,24,38,48,30,18,31,14,13,
08,05,48,45,44,27,43,24,10,11,
10,15,25,18,33,38,24,34,04,06,
26,48,16,07,42,46,43,19,36,39,
37,22,05,01,44,08,19,26,28,42,
17,34,04,43,20,06,35,23,22,25,
47,01,34,49,32,41,33,13,10,40,
43,14,32,47,42,17,09,18,02,06,
05,40,42,17,01,19,26,28,46,33,
49,23,37,22,34,20,07,08,30,27,
48,35,26,42,07,17,01,39,43,19,
43,49,23,17,15,24,38,11,47,31,
14,13,06,33,23,47,48,04,43,29,
14,26,09,17,05,46,21,03,44,22,
44,31,09,47,28,23,22,15,39,43,
29,15,49,36,30,12,23,21,07,27,
38,05,46,08,14,32,31,26,34,04,
19,13,20,40,36,10,25,04,41,45,
26,40,46,18,35,12,38,15,44,41,
03,09,18,41,06,33,46,02,07,26,
46,35,07,17,01,10,14,13,33,48,
01,29,15,20,04,08,05,38,25,06,
33,28,36,34,10,48,19,11,01,15,
35,13,16,37,32,06,19,40,46,47,
39,04,18,45,01,29,15,30,37,12,
43,19,13,20,49,22,35,23,17,44,
27,20,29,49,23,17,05,36,46,45,
02,47,11,43,29,44,38,17,14,46,
05,26,09,17,14,48,16,27,43,44,
23,32,33,11,35,07,17,40,09,16,
23,22,14,27,29,20,04,33,40,42,
20,10,11,21,03,44,12,01,15,24,
21,27,10,09,31,47,22,14,17,08,
42,03,25,16,21,07,17,11,41,35,
09,18,02,32,35,22,19,26,11,43,
