15,49,03,35,17,30,07,42,46,23,
31,34,25,08,44,17,24,14,12,48,
29,05,28,36,24,09,08,39,43,10,
39,45,09,47,38,15,34,40,03,30,
49,22,46,26,33,38,34,04,23,28,
02,07,13,04,33,11,23,17,14,32,
30,42,27,20,09,22,24,19,26,11,
07,13,43,05,21,22,49,12,18,32,
06,10,40,48,35,42,07,02,46,11,
37,02,41,09,17,15,44,07,46,26,
12,03,19,13,20,30,37,27,43,24,
26,28,03,24,04,11,21,07,37,08,
28,17,48,40,33,26,11,01,05,36,
16,22,44,27,43,05,38,04,41,06,
22,24,09,08,10,15,49,07,02,42,
14,47,36,39,18,23,27,25,41,35,
42,36,34,19,11,06,29,10,24,04,
08,49,17,48,10,30,12,23,41,19,
41,04,16,37,27,14,17,38,09,08,
12,18,41,25,16,08,39,43,10,01,
21,27,19,01,44,41,40,16,42,47,
21,42,13,14,17,30,07,36,05,33,
43,05,21,02,17,14,42,13,35,03,
16,22,34,09,27,43,24,48,40,03,
32,28,17,09,02,47,42,36,44,25,
22,49,13,43,05,20,09,44,15,29,
03,14,46,16,31,40,48,35,07,47,
03,09,41,29,49,32,21,07,27,40,
06,43,15,39,21,46,26,16,27,04,
28,42,46,45,19,16,32,43,29,15,
15,29,24,01,20,35,46,06,40,26,
03,30,27,35,36,24,19,13,20,40,
39,45,38,40,15,05,03,30,32,26,
29,05,11,06,30,08,44,22,24,19,
14,46,23,21,36,15,39,31,35,02,
22,49,42,13,43,05,18,08,28,36,
35,27,30,12,26,21,22,10,04,18,
49,47,13,10,09,18,21,36,05,38,
07,32,28,47,23,36,15,49,13,14,
07,42,03,14,13,35,32,18,16,12,
28,03,34,25,08,19,11,45,40,18,
44,08,20,04,23,42,22,49,03,15,
01,24,38,09,02,12,33,36,29,05,
17,34,45,24,15,10,04,11,21,03,
10,09,12,16,17,14,03,04,28,22,
02,12,16,27,45,15,05,23,37,07,
49,47,13,19,18,31,24,25,26,29,
46,43,10,14,13,24,09,12,36,49,
28,17,01,10,04,11,21,36,24,38,
07,12,48,45,14,17,19,33,36,49,
21,07,12,38,34,43,15,29,05,11,
07,37,22,05,36,39,18,16,02,08,
32,26,23,12,33,03,09,41,29,49,
27,25,31,04,21,13,08,15,10,05,
45,48,19,18,31,04,41,09,02,37,
15,44,31,01,49,03,34,45,24,25,
40,28,36,34,09,07,32,41,06,25,
27,04,16,41,30,02,12,36,49,22,
45,14,32,28,47,13,30,08,49,46,
10,38,30,22,44,02,31,48,01,20,
08,39,33,38,24,35,47,13,10,19,
40,36,20,43,05,49,32,08,44,37,
41,19,11,43,49,47,36,39,28,12,
20,09,17,24,34,45,25,43,49,36,
43,44,27,04,16,37,42,20,19,38,
46,23,27,25,18,06,20,30,47,11,
11,45,38,48,30,12,36,39,41,25,
10,15,49,36,29,05,01,26,21,22,
19,13,10,30,07,04,06,11,26,03,
44,41,40,16,22,24,19,46,11,43,
45,19,13,40,03,48,09,17,14,07,
16,37,17,24,14,32,21,36,05,13,
34,29,49,42,32,18,33,38,14,36,
49,37,31,09,47,28,46,06,29,39,
33,36,39,45,38,30,17,24,25,09,
09,32,06,40,33,03,38,19,13,10,
35,22,39,08,44,24,01,20,43,05,
26,03,09,12,13,32,23,06,30,47,
42,27,19,28,32,41,35,46,23,06,
10,04,41,45,34,24,21,36,44,42,
23,02,37,42,27,43,44,08,49,20,
39,26,03,30,17,35,19,33,23,02,
18,08,05,48,43,44,47,21,12,22,
15,29,24,01,44,12,13,09,27,25,
21,36,05,13,20,19,38,34,35,32,
37,27,06,25,18,40,26,08,44,07,
09,08,29,05,36,44,12,16,42,22,
33,16,46,31,14,32,41,04,23,27,
38,48,29,49,37,47,18,31,14,36,
26,36,10,15,44,41,09,42,22,49,
41,30,47,01,15,20,43,24,27,45,
01,29,44,46,28,02,22,05,11,45,
39,28,02,07,36,24,38,30,46,08,
27,14,02,04,16,08,49,36,05,28,
04,18,43,20,45,35,37,31,30,32,
06,09,32,33,01,15,29,44,41,10,
47,11,43,29,44,08,39,18,49,27,
28,32,31,15,44,22,08,20,35,46,
33,26,21,12,11,16,37,46,28,17,
06,14,22,49,46,23,32,16,47,18,
03,30,32,33,21,37,02,47,27,25,
21,42,32,11,08,24,40,28,13,04,
29,05,13,30,02,41,19,21,22,49,
15,49,07,37,12,13,19,01,44,47,
34,35,36,24,09,31,40,18,33,48,
06,14,02,07,32,11,41,37,31,38,
21,27,30,31,09,02,41,17,15,05,
34,45,06,25,21,13,43,15,39,33,
09,08,49,22,10,24,04,11,28,17,
36,39,45,01,20,25,41,43,44,31,
33,13,29,49,22,39,08,05,01,26,
46,23,32,43,10,25,17,04,08,44,
06,40,36,20,35,13,45,25,26,11,
12,36,29,44,33,16,46,21,43,39,
06,45,35,17,40,11,26,23,02,12,
11,28,27,09,17,35,37,32,06,19,
15,39,23,46,18,43,49,17,30,31,
03,15,05,16,07,32,18,23,36,44,
48,40,03,30,17,35,37,31,28,07,
39,28,02,07,36,24,38,09,41,10,
13,09,46,28,02,17,04,21,43,29,
28,03,15,29,05,16,32,47,41,43,
33,36,10,25,43,39,48,28,47,26,
16,37,07,42,36,24,09,47,11,43,
13,45,34,06,25,41,04,23,46,21,
10,24,34,04,43,49,03,14,07,12,
14,36,05,26,18,11,21,33,39,43,
33,26,18,21,32,08,05,48,14,02,
06,10,40,48,45,34,35,13,36,44,
29,05,21,12,47,36,39,08,13,30,
36,05,33,26,01,23,12,02,47,18,
19,01,44,02,31,40,18,28,37,08,
49,13,04,16,41,30,31,40,21,17,
02,32,43,49,46,26,16,42,37,41,
45,09,31,41,29,49,13,35,03,25,
16,12,26,38,14,32,41,35,07,47,
30,46,28,02,41,45,25,16,47,21,
44,46,41,14,37,07,32,18,23,42,
22,49,27,30,08,29,34,40,33,26,
46,26,13,29,49,06,39,21,42,43,
31,38,09,37,17,25,43,10,35,12,
31,15,34,10,01,43,39,16,12,03,
41,30,47,28,13,14,37,31,48,29,
04,21,36,05,03,48,19,37,46,28,
25,21,07,22,29,05,03,09,12,26,
07,36,44,08,29,05,16,17,24,34,
11,21,03,15,34,09,32,43,29,44,
41,25,11,21,03,15,34,10,48,30,
08,49,32,31,04,34,10,48,19,11,
09,27,43,44,31,38,30,22,15,20,
07,02,42,47,36,49,27,45,14,46,
48,30,41,29,10,04,28,27,38,01,
01,44,41,10,40,28,07,02,46,06,
28,37,31,48,19,38,24,34,14,22,
42,27,29,20,04,06,14,22,39,23,
42,02,32,26,33,23,47,38,34,14,
04,31,14,07,17,38,40,01,05,13,
17,35,37,32,06,40,03,30,10,48,
35,37,08,29,05,16,27,06,14,20,
19,16,27,04,45,40,01,05,38,34,
