4,592,1,38
6,598,1,39
4,646,0,40
3,647,0,40
4,648,0,40
5,648,0,40
7,648,0,40
10,648,0,40
6,648,0,40
4,648,0,40
6,648,0,40
8,648,1,40
7,648,2,40
7,648,2,40
7,648,0,40
10,648,0,40
2,638,0,40
3,648,0,40
6,648,0,40
0,626,0,40
1,642,0,40
5,648,0,40
3,648,0,40
4,648,1,40
4,648,0,40
5,648,0,40
9,648,0,40
6,648,0,40
8,648,0,40
4,648,1,40
4,648,0,40
8,648,0,40
5,648,0,40
3,648,0,40
6,648,0,40
6,648,1,40
7,648,1,40
7,647,1,40
4,647,1,40
10,648,0,40
3,648,0,40
6,648,0,40
6,648,0,40
8,648,1,40
9,648,1,40
3,644,0,40
4,628,0,38
4,638,0,39
5,630,0,39
0,646,0,40
0,644,0,40
2,639,0,40
1,647,1,40
3,647,0,40
7,648,0,40
5,648,0,40
6,648,0,40
8,648,1,40
