2,621,0,39
6,635,0,40
7,632,0,39
8,647,1,40
3,622,0,39
7,639,2,40
3,628,0,39
6,639,2,40
6,638,2,40
7,647,2,40
2,648,2,40
5,648,1,40
3,648,2,40
4,648,2,40
3,648,0,40
7,646,2,40
7,647,2,40
6,647,2,40
4,593,1,38
4,648,0,40
4,600,1,38
3,648,0,40
2,648,0,40
7,648,0,40
7,642,0,40
2,633,1,39
7,638,1,39
6,646,0,39
1,624,1,39
4,635,1,39
7,647,0,39
1,613,1,39
8,648,0,40
7,648,0,40
4,648,0,40
6,648,0,40
8,648,1,40
10,648,1,40
8,648,0,40
5,648,1,40
13,648,0,40
10,648,0,40
10,648,0,40
8,648,1,40
9,648,0,40
8,648,0,40
9,648,2,40
4,648,2,40
6,648,2,40
8,648,2,40
8,648,2,40
7,648,0,40
10,648,0,40
10,648,0,40
12,648,0,40
8,648,0,40
9,648,0,40
4,647,0,40
2,646,0,40
6,648,0,40
2,648,0,40
5,648,0,40
3,627,0,40
0,623,0,40
8,648,0,40
3,648,0,40
3,648,0,40
3,648,0,40
3,648,1,40
5,648,0,40
2,648,0,40
5,648,0,40
3,648,0,40
4,648,0,40
2,648,0,40
3,648,0,40
5,648,1,40
4,648,0,40
3,648,0,40
3,648,0,40
7,648,0,40
5,648,1,40
3,648,0,40
7,648,0,40
7,648,0,40
5,648,0,40
4,648,0,40
6,648,0,40
3,648,0,40
8,648,0,40
5,648,1,40
5,648,1,40
6,648,0,40
8,648,1,40
3,648,0,40
6,648,0,40
5,648,0,40
6,648,0,40
6,648,0,40
3,648,0,40
6,648,0,40
7,648,0,40
6,648,0,40
4,648,0,40
7,648,0,40
7,648,0,40
3,648,0,40
7,648,0,40
3,648,0,40
4,648,0,40
14,648,1,40
12,648,1,40
13,648,0,40
9,648,1,40
10,648,1,40
10,648,1,40
8,648,1,40
4,648,0,40
9,648,1,40
4,648,1,40
8,648,1,40
8,648,0,40
6,648,0,40
5,648,0,40
4,648,0,40
7,648,1,40
3,648,0,40
3,648,0,40
5,648,0,40
3,648,1,40
11,648,0,40
9,648,0,40
2,648,0,40
2,648,0,40
5,648,1,40
7,648,1,40
4,648,0,40
3,648,0,40
2,648,0,40
5,648,1,40
4,648,1,40
3,648,1,40
3,648,1,40
4,648,1,40
3,648,1,40
5,648,1,40
4,648,1,40
5,648,1,40
6,648,1,40
5,648,2,40
6,648,1,40
4,648,1,40
3,648,1,40
7,648,0,40
4,648,1,40
5,648,0,40
5,648,0,40
8,648,0,40
5,648,0,40
5,648,0,40
4,648,0,40
2,648,0,40
9,648,0,40
6,648,0,40
6,648,0,40
4,648,0,40
4,648,2,40
5,648,2,40
6,648,2,40
2,648,2,40
4,648,2,40
5,648,0,40
5,648,0,40
4,648,0,40
7,648,0,40
4,648,0,40
6,648,0,40
3,648,0,40
9,648,0,40
9,648,0,40
4,648,0,40
5,648,0,40
9,648,0,40
8,648,0,40
4,648,0,40
7,648,0,40
3,648,0,40
7,648,1,40
11,648,1,40
5,645,0,40
7,648,1,40
4,640,0,39
5,648,2,40
10,648,1,40
5,648,2,40
6,648,0,40
5,648,1,40
7,648,0,40
8,648,1,40
8,648,0,40
11,647,1,40
8,632,0,37
2,623,0,37
3,617,0,36
4,615,0,37
7,648,1,40
6,640,0,40
6,648,3,40
7,648,1,40
5,637,0,39
6,648,3,40
4,648,3,40
5,632,0,38
6,648,1,40
7,648,1,40
2,607,1,38
8,648,0,40
13,648,0,40
6,648,0,40
