count,Wind Speed daily mean
0,22.531249999999996
1,13.5
2,13.727777777777776
3,14.447826086956523
4,15.914285714285715
5,14.4
6,17.465217391304346
7,16.16666666666667
8,0.0
9,0.0
10,0.0
11,0.0
12,5.277777777777779
13,14.874999999999998
14,14.114285714285714
15,7.566666666666667
16,13.987499999999997
17,16.795454545454547
18,21.816666666666666
19,17.45
20,15.343478260869567
21,15.022727272727268
22,18.59565217391304
23,21.57916666666667
24,19.7125
25,23.420833333333334
26,20.75
27,16.456521739130434
28,16.695454545454545
29,14.747826086956525
30,16.46363636363636
31,15.85
32,17.625
33,22.22083333333333
34,17.227272727272727
35,18.87727272727273
36,25.178260869565214
37,20.8
38,14.42857142857143
39,15.500000000000002
40,17.278947368421054
41,18.221739130434784
42,16.525000000000002
43,17.113043478260867
44,18.437500000000004
45,25.066666666666666
46,25.45416666666667
47,23.712500000000006
48,23.683333333333337
49,25.420833333333334
50,26.170833333333334
51,18.837500000000002
52,15.236363636363636
53,12.549999999999997
54,12.504545454545456
55,16.369565217391308
56,8.393181818181818
57,17.700000000000003
58,18.200000000000003
59,16.05833333333333
60,17.786956521739135
61,17.057142857142857
62,12.787500000000001
63,12.342857142857142
64,17.347826086956523
65,14.612499999999997
66,17.900000000000002
67,15.49
68,23.708333333333332
69,24.321739130434786
70,16.845454545454547
71,8.008
72,14.495238095238093
73,17.070833333333336
74,20.212500000000002
75,14.221739130434786
76,17.25217391304348
77,17.639130434782608
78,12.522727272727273
79,7.679545454545453
80,14.295454545454545
81,12.613636363636363
82,15.841666666666663
83,14.304347826086957
84,21.162499999999998
85,10.799999999999999
86,14.663636363636364
87,12.572727272727274
88,15.018181818181818
89,13.458333333333334
90,20.59565217391304
91,14.930434782608694
92,17.11818181818182
93,14.763157894736842
94,7.457142857142859
95,15.183333333333334
96,12.256521739130434
97,14.673684210526313
98,11.904347826086957
99,10.8
100,11.375000000000002
101,10.231578947368419
102,7.22972972972973
103,14.581818181818186
104,12.934782608695654
105,10.752380952380953
106,7.655000000000001
107,12.621739130434783
108,18.0125
109,15.4125
110,14.0625
111,12.157894736842104
112,11.439999999999998
113,4.621428571428572
114,5.535416666666667
115,10.5
116,12.50952380952381
117,17.44347826086956
118,13.008695652173913
119,15.108695652173916
120,16.650000000000002
121,19.975000000000005
122,17.587500000000002
123,17.587500000000002
124,14.825000000000001
125,13.9125
126,13.083333333333336
127,13.549999999999999
128,18.35
129,19.821739130434782
130,15.41304347826087
131,15.523529411764704
132,12.539130434782608
133,7.288372093023256
134,3.846153846153846
135,11.65217391304348
136,11.033333333333333
137,20.040909090909093
138,22.947826086956525
139,22.587500000000002
140,17.795454545454547
141,5.238095238095237
142,11.653333333333332
143,6.346666666666667
144,14.214999999999998
145,8.42558139534884
146,15.46818181818182
147,16.104347826086958
148,11.02608695652174
149,14.084210526315792
150,13.85294117647059
151,11.5
152,20.694444444444443
153,11.446341463414635
154,13.420833333333333
155,13.762500000000003
156,12.187500000000005
157,4.914634146341464
158,12.890909090909089
159,19.529166666666665
160,10.817021276595744
161,6.392857142857143
162,4.2870967741935475
163,13.52857142857143
164,12.057142857142859
165,5.275
166,4.643333333333333
167,9.92
168,6.087804878048781
169,17.14285714285714
170,11.339130434782607
171,7.595454545454545
172,17.975
173,13.56086956521739
174,12.427272727272726
175,11.904347826086957
176,11.178947368421051
177,8.613157894736842
178,5.501694915254237
179,14.578260869565215
180,8.12608695652174
181,15.750000000000002
182,11.573913043478262
183,10.243478260869566
184,12.866666666666665
185,20.518181818181816
186,11.633333333333333
187,5.923255813953489
188,11.799999999999997
189,15.4
190,17.662499999999998
191,16.27272727272727
192,15.023809523809524
193,20.81904761904762
194,10.942857142857141
195,9.4
196,5.625641025641026
197,12.795833333333329
198,14.268181818181823
199,12.262499999999998
200,10.440909090909091
201,9.541176470588237
202,10.11578947368421
203,9.435294117647059
204,13.65217391304348
205,6.073809523809524
206,18.20909090909091
207,6.15609756097561
208,14.15
209,12.340909090909092
210,13.785714285714286
211,12.359090909090911
212,12.018181818181818
213,14.612500000000002
214,13.652380952380952
215,12.742105263157896
216,11.504761904761907
217,23.861904761904764
218,21.19130434782609
219,14.070588235294117
220,8.941666666666666
221,16.38181818181818
222,5.800000000000001
223,11.95
224,15.695833333333333
225,16.437499999999996
226,18.062500000000004
227,15.212499999999999
228,11.363636363636363
229,14.204999999999995
230,12.576190476190474
231,17.758333333333333
232,10.910526315789474
233,13.824999999999998
234,15.095833333333333
235,12.686956521739129
236,11.982608695652173
237,13.286956521739128
238,21.563636363636366
239,18.837499999999995
240,16.762500000000003
241,22.718181818181815
242,12.245833333333332
243,7.982608695652174
244,19.587500000000002
245,15.900000000000004
246,11.345833333333333
247,17.56315789473684
248,16.093478260869563
249,26.195454545454552
250,14.548780487804878
251,6.118181818181816
252,17.11818181818182
253,13.15
254,13.828571428571427
255,21.068181818181817
256,20.683333333333334
257,14.678260869565218
258,15.473913043478262
259,15.145833333333334
260,15.037500000000003
261,6.28139534883721
262,15.22857142857143
263,7.427777777777777
264,13.595833333333337
265,12.552173913043475
266,19.276190476190475
267,13.94782608695652
268,10.791111111111112
269,18.926086956521743
270,10.165909090909091
271,20.76666666666667
272,9.319999999999999
273,15.55
274,15.726315789473682
275,17.555
276,7.3166666666666655
277,14.782608695652172
278,19.966666666666672
279,19.895833333333332
280,24.899999999999995
281,15.222727272727269
282,16.466666666666665
283,12.097435897435897
284,14.220833333333333
285,18.92
286,18.204166666666673
287,14.840909090909088
288,26.183333333333337
289,5.749999999999999
290,13.247826086956522
291,16.785714285714285
292,8.92093023255814
293,4.740983606557378
294,14.844999999999995
295,15.534782608695656
296,19.241666666666664
297,20.279166666666665
298,15.137500000000001
299,14.44782608695652
300,12.870833333333335
301,14.243478260869564
302,12.466666666666667
303,14.527272727272726
304,12.683333333333335
305,17.257142857142856
306,16.34285714285714
307,12.682608695652174
308,18.645454545454545
309,14.539130434782608
310,15.895652173913044
311,19.433333333333334
312,0.0
313,8.816666666666666
314,16.279999999999994
315,28.65
316,15.591304347826085
317,10.882608695652172
318,9.24
319,21.25294117647059
320,15.049999999999999
321,13.657142857142855
322,13.32727272727273
323,15.1
324,16.126315789473683
325,13.379166666666665
326,12.691304347826087
327,15.950000000000001
328,13.173913043478258
329,15.804999999999998
330,23.754166666666666
331,14.325000000000003
332,13.457142857142859
333,8.311904761904762
334,22.657142857142855
335,16.521739130434785
336,15.325000000000001
337,20.366666666666667
338,22.59130434782609
339,21.28095238095238
340,9.617499999999998
341,17.56521739130435
342,22.65833333333333
343,19.312500000000004
344,16.70416666666667
345,14.458333333333329
346,14.591304347826087
347,16.437500000000004
348,7.54255319148936
349,15.370833333333337
350,19.766666666666673
351,18.374999999999996
352,14.37083333333333
353,20.973913043478262
354,17.025
355,15.269565217391307
356,12.545833333333334
357,13.474999999999996
358,13.709090909090907
359,16.27619047619048
360,17.463636363636365
361,16.685714285714283
362,15.739130434782611
363,19.366666666666664
364,19.50833333333333
365,14.322727272727274
366,11.504761904761905
367,17.854545454545455
368,17.60833333333333
369,24.422727272727272
370,17.55217391304348
371,19.681818181818183
372,17.045454545454547
373,16.704545454545457
374,19.60454545454546
375,22.217391304347828
376,24.129166666666666
377,13.940909090909093
378,14.328571428571431
379,17.911111111111108
380,16.273913043478263
381,17.3375
382,17.956521739130434
383,13.758333333333333
384,18.2375
385,25.318181818181813
386,23.41304347826087
387,22.604166666666668
388,17.999999999999996
389,12.27727272727273
390,13.023809523809524
391,13.174999999999999
392,6.1521739130434785
393,13.575000000000001
394,19.08695652173913
395,12.636363636363637
396,14.708695652173914
397,26.46666666666667
398,13.912500000000003
399,14.212500000000004
400,13.37
401,13.236842105263158
402,16.01739130434782
403,20.72941176470588
404,0.0
405,6.203448275862069
406,7.413461538461538
407,21.417391304347824
408,18.18260869565217
409,18.9
410,18.431578947368422
411,14.405263157894737
412,17.075000000000003
413,16.074999999999996
414,15.804166666666665
415,12.117391304347825
416,13.114285714285716
417,11.310526315789474
418,13.08095238095238
419,11.825
420,14.142105263157896
421,6.771794871794873
422,13.436363636363636
423,13.13684210526316
424,14.339999999999998
425,19.082608695652176
426,14.675000000000002
427,12.856521739130434
428,15.726315789473682
429,15.574999999999998
430,7.006976744186045
431,17.24444444444444
432,13.321739130434782
