2019-01-01,4¡æ,-6¡æ,10
2019-01-02,3¡æ,-7¡æ,10
2019-01-03,2¡æ,-7¡æ,9
2019-01-04,1¡æ,-3¡æ,4
2019-01-05,5¡æ,-5¡æ,10
2019-01-06,3¡æ,-5¡æ,8
2019-01-07,3¡æ,-4¡æ,7
2019-01-08,4¡æ,-5¡æ,9
2019-01-09,2¡æ,-2¡æ,4
2019-01-10,3¡æ,-6¡æ,9
2019-01-11,6¡æ,-4¡æ,10
2019-01-12,5¡æ,-5¡æ,10
2019-01-13,6¡æ,-5¡æ,11
2019-01-14,6¡æ,-4¡æ,10
2019-01-15,3¡æ,-5¡æ,8
2019-01-16,4¡æ,-7¡æ,11
2019-01-17,6¡æ,-7¡æ,13
2019-01-18,4¡æ,-6¡æ,10
2019-01-19,5¡æ,-4¡æ,9
2019-01-20,6¡æ,-4¡æ,10
2019-01-21,6¡æ,-2¡æ,8
2019-01-22,10¡æ,0¡æ,10
2019-01-23,12¡æ,1¡æ,11
2019-01-24,10¡æ,-5¡æ,15
2019-01-25,8¡æ,0¡æ,8
2019-01-26,6¡æ,-2¡æ,8
2019-01-27,7¡æ,1¡æ,6
2019-01-28,5¡æ,-2¡æ,7
2019-01-29,4¡æ,-1¡æ,5
2019-01-30,5¡æ,1¡æ,4
2019-01-31,6¡æ,0¡æ,6
2019-02-01,7¡æ,-7¡æ,14
2019-02-02,9¡æ,-3¡æ,12
2019-02-03,10¡æ,1¡æ,9
2019-02-04,11¡æ,-3¡æ,14
2019-02-05,14¡æ,0¡æ,14
2019-02-06,12¡æ,-1¡æ,13
2019-02-07,9¡æ,0¡æ,9
2019-02-08,6¡æ,-1¡æ,7
2019-02-09,1¡æ,-3¡æ,4
2019-02-10,3¡æ,-4¡æ,7
2019-02-11,5¡æ,-6¡æ,11
2019-02-12,10¡æ,-3¡æ,13
2019-02-13,6¡æ,0¡æ,6
2019-02-14,5¡æ,-1¡æ,6
2019-02-15,7¡æ,-2¡æ,9
2019-02-16,5¡æ,-2¡æ,7
2019-02-17,3¡æ,-2¡æ,5
2019-02-18,4¡æ,-1¡æ,5
2019-02-19,7¡æ,-2¡æ,9
2019-02-20,8¡æ,0¡æ,8
2019-02-21,5¡æ,0¡æ,5
2019-02-22,10¡æ,-2¡æ,12
2019-02-23,12¡æ,-1¡æ,13
2019-02-24,11¡æ,2¡æ,9
2019-02-25,13¡æ,3¡æ,10
2019-02-26,10¡æ,5¡æ,5
2019-02-27,9¡æ,1¡æ,8
2019-02-28,14¡æ,2¡æ,12
2019-03-01,10¡æ,5¡æ,5
2019-03-02,7¡æ,4¡æ,3
2019-03-03,15¡æ,1¡æ,14
2019-03-04,14¡æ,2¡æ,12
2019-03-05,15¡æ,6¡æ,9
2019-03-06,15¡æ,3¡æ,12
2019-03-07,12¡æ,5¡æ,7
2019-03-08,13¡æ,4¡æ,9
2019-03-09,17¡æ,3¡æ,14
2019-03-10,15¡æ,3¡æ,12
2019-03-11,16¡æ,0¡æ,16
2019-03-12,18¡æ,2¡æ,16
2019-03-13,13¡æ,5¡æ,8
2019-03-14,21¡æ,4¡æ,17
2019-03-15,19¡æ,3¡æ,16
2019-03-16,22¡æ,6¡æ,16
2019-03-17,20¡æ,6¡æ,14
2019-03-18,22¡æ,9¡æ,13
2019-03-19,23¡æ,10¡æ,13
2019-03-20,28¡æ,11¡æ,17
2019-03-21,15¡æ,8¡æ,7
2019-03-22,16¡æ,4¡æ,12
2019-03-23,19¡æ,4¡æ,15
2019-03-24,12¡æ,-6¡æ,18
2019-03-25,26¡æ,6¡æ,20
2019-03-26,27¡æ,8¡æ,19
2019-03-27,26¡æ,12¡æ,14
2019-03-28,7¡æ,-7¡æ,14
2019-03-29,23¡æ,9¡æ,14
2019-03-30,7¡æ,-2¡æ,9
2019-03-31,19¡æ,6¡æ,13
2019-04-01,24¡æ,6¡æ,18
2019-04-02,21¡æ,11¡æ,10
2019-04-03,14¡æ,-6¡æ,20
