Symbol,Date/Time,Exchange,Quantity,T. Price,C. Price,Notional Value,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
AAA1,"2012-02-01, 10:30:46",SGX,3.0,19810.0,19810.0,-31215000.0,-861.0,31215861.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,2.0,19810.0,19810.0,-20810000.0,-574.0,20810574.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,2.0,19810.0,19810.0,-20810000.0,-574.0,20810574.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,4.0,19810.0,19810.0,-41620000.0,-1148.0,41621148.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,2.0,19810.0,19810.0,-20810000.0,-574.0,20810574.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,2.0,19810.0,19810.0,-20810000.0,-574.0,20810574.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,2.0,19810.0,19810.0,-20810000.0,-574.0,20810574.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,3.0,19810.0,19810.0,-31215000.0,-861.0,31215861.0,0.0,0.0,P;O,
AAA1,"2012-02-01, 10:30:46",SGX,1.0,19810.0,19810.0,-10405000.0,-287.0,10405287.0,0.0,0.0,P;O,
