5191,快看沙雅-,#胡辣汤挺住新疆大盘鸡来了#【#新疆粮食和物资储备系统向河南省捐助60万元#】 连日来，河南突发历史性特大暴雨天气，新疆距离河南虽远，但新疆粮食和物资储备系统广大干部的心始终与河南灾区人民的心紧紧连在一起，15家企业单位踊跃捐款。目前，60万元捐款已通过河南省慈善总会专项用于河南省粮食和物资储备系统防汛救灾。网页链接,2021/07/28 18:04:46,媒体
771,大河网,"#关注河南暴雨# 【突发】
受强降雨影响，郑州地铁1号线行车调整为:西流湖站～河南大学新区站小交路运行，河南工业大学站～市民中心站暂停运营服务；郑州地铁2号线行车调整为:关虎屯站～新郑机场站小交路运行，贾河站～东风路站暂停运营服务。同时，郑州地铁其他线路车站，由于受车站外部道路积水严重等原因，为确保乘客出行安全，郑州地铁也对部分车站的电扶梯、出入口采取了临时关闭等措施。#河南雨下得有多大#",2021/07/20 16:38:21,媒体
6784,河南交通广播,"【郑州铁路：管内陇海铁路全线恢复通车、京广铁路、郑太高铁限速区段恢复常速】8月4日0时许，随着陇海铁路郑州至洛阳段封锁命令的取消，标志着中国铁路郑州局集团有限公司管内陇海铁路全线正式恢复通车。同时，该集团公司管内京广铁路、郑太高铁限速区段目前已恢复常速。
受河南省特大暴雨影响，该集团公司管内多条线路多个区段遭遇严重水害。其中，陇海铁路郑州至洛阳区间为水害重灾区，上下行线路出现水害多达227处，抢通难度极大。
水害突发后，该集团公司紧密关注雨情发展情况，及时发布命令封锁线路，调动各方力量抢修线路设备，布置做好滞留车站列车旅客安抚和饮食供应等工作，守住了行车安全底线。同时，积极和相邻局集团公司联系，根据降雨及水害变化情况，分别采用限速运行、中途折返、迂回运输、列车停运等措施主动避险，在确保行车安全的前提下，全力恢复运输秩序。
据了解，在陇海铁路恢复通车后，铁路部门将采取“先货后客”的原则陆续开行列车，确保运输安全。开通初期，将通过货运列车压道、部分区段限速运行、安排专人不间断巡视盯控、利用集中修时段复旧加固等手段，在确保线路状况达到客车开行标准后，恢复客运列车正常运行。
铁路部门提醒旅客，列车开行相关信息，请以12306网站或车站公告为准。（记者廖忆  通讯员郑轩）",2021/08/04 11:18:42,媒体
1693,河南新闻广播,"#河南暴雨我们在一起# 【郑州公交车变身物资转运车】7月21日17点左右，郑州公交苏师傅党员志愿服务队从金水区红十字会了解到，有一批从许昌送来的物资需要转运。接到转运任务后，郑州公交紧急准备车辆，快速赶往连霍高速口对接物资。据了解，物资由许昌爱心人士赵小芳女士组织同事募捐，矿泉水500件，面包245，方便面200，鸭蛋70箱，饼干70箱。
 
接到物资后，郑州公交苏师傅党员志愿者们和应急指挥中心工作人员一起分别将物资送达沙门社区卫生服务中心和金水区应急支援中心。据了解，沙门社区卫生服务中心有90多名外地、本地的群众，两天来社区卫生所物资已不宽裕。截至今天凌晨00：36分，所有送达任务圆满完成！（河南新闻广播记者谷艳敏  通讯员朱曼洁） http://t.cn/A6fEBckt",2021/07/22 8:57:57,媒体
3372,凤凰周刊,【#实探郑州汽车园#：新车、二手车成批被泡，泡水车维修人手紧张】连日来，河南暴雨情况牵动人心，暴雨之下，郑州城区积水高涨，内涝严重，无数汽车被泡，其中也包括众多待出售的新车。7月24日，《每日经济新闻》来到郑州威佳汽车园区，数百台新车及二手车放置在园区内，均有被水泡过的痕迹。此外，园区工作人员告诉记者该公司在郑州已经有几千台客户被泡车辆，园区内已堆了不少拖回的水淹车，目前不少水淹车尚未拖回，但拖车及维修工作仍然紧张。（NBD视频；德塔）http://t.cn/A6f3aNaS,2021/07/24 22:54:41,媒体
2698,观察者网微丢视频,【#河南暴雨中平凡英雄的感人瞬间#】近日，河南遭遇历史罕见特大暴雨，多地发生严重洪涝灾害，险情面前，一个个平凡英雄挺身而出，给我们带来了温暖和力量，“真正的英雄就是人民群众自己”，感受下这些动人瞬间。 http://t.cn/A6fmDj4e ​​​,2021/07/23 20:50:35,媒体
4705,国家应急广播,#台风烟花#【“烟花”进入安徽减弱为热带低压 江苏安徽河南山东仍要警惕大暴雨！】 今天1时前后“烟花”进入安徽滁州市境内，3时左右减弱为热带低压，预计明天进入山东。虽然已减弱，但仍要警惕强风雨！今明两天江苏北部、安徽东北部、河南东北部、山东中西部等地的部分地区有大暴雨。 #台风烟花影响将持续到月底# #防汛防台风# @中国天气,2021/07/28 7:10:53,媒体
7618,MyRadio,"#河南最新天气预报# 【河南省气象台9时20分继续发布暴雨黄色预警】@河南气象 2021年08月13日09时20分继续发布暴雨黄色预警：预计未来6小时内，南阳、平顶山、漯河、周口、驻马店、信阳六地区部分县市降水量将达50毫米以上，局部达100毫米以上。 请注意防范。

防御指南：1.政府及相关部门按照职责做好防暴雨工作；2.交通管理部门应当根据路况在强降雨路段采取交通管制措施，在积水路段实行交通引导；3.切断低洼地带有危险的室外电源，暂停在空旷地方的户外作业，转移危险地带人员和危房居民到安全场所避雨；4.检查城市、农田、鱼塘排水系统，采取必要的排涝措施。#郑州又迎降雨天气#",2021/08/13 10:36:54,媒体
1666,山东教育电视台,【#清华大学发往河南的录取通知书暂缓邮寄#】7月21日，清华大学接到EMS通知：发往河南的录取通知书需暂缓邮寄。但请大家放心，录取通知书已由学校妥善保存，在邮寄通道恢复后第一时间寄出。如果受暴雨灾情影响，被录取新生无法及时收取录取通知书，请及时与学校进行联系沟通相关事宜。如果在暴雨灾害中，被录取新生的录取通知书意外受损，可在入校后携身份证明及受损通知书，到招生办公室进行置换。 （清华大学）,2021/07/22 7:59:42,媒体
732,中国新闻报,【#郑州的海来看我了# 河南郑州遭遇持续强降雨】近日，#郑州#连遭暴雨袭击，持续强降雨导致部分街道积水严重。请大家注意安全！ ​​​,2021/07/20 15:46:47,媒体
