时段,SO2,CO(mg/m3),NO2,O3-1H,PM10,PM2.5,NO,NOX,湿度,温度,风向,大气压
2020-06-01 00:00:00,-0.30876611494624345,-0.4510135771643479,0.996408461603321,-1.369075994161127,-0.623565814923915,-0.472898372453859,0.12160430560732992,0.5129892600879554,-0.03681833766409673,-1.9101225090664153,2.0180145264814837,1.4433652592928616
2020-06-01 00:05:00,-0.30876611494624345,-0.4510135771643479,1.0949018124143988,-1.326815633776976,-0.6696564349003509,-0.77640387892433,0.08648103389036194,0.5333281236116748,-0.09694890755390621,-1.8833797834560204,1.9928202840383906,1.4433652592928616
2020-06-01 00:10:00,-0.30876611494624345,-0.4510135771643479,1.144148487819937,-1.383162780955844,-0.6696564349003509,-0.77640387892433,-0.018888781260542165,0.43163380599307766,-0.15707947744371567,-1.8566370578456242,1.9928202840383906,1.407583223585625
2020-06-01 00:15:00,-0.30876611494624345,-0.4510135771643479,1.2426418386310136,-1.4254231413399951,-0.6696564349003509,-0.77640387892433,0.05135776217339388,0.5740058506591137,-0.15707947744371567,-1.8298943322352286,2.0054174052599376,1.407583223585625
2020-06-01 00:20:00,-0.30876611494624345,-0.4510135771643479,1.4396285402531679,-1.439509928134712,-0.6696564349003509,-0.77640387892433,0.12160430560732992,0.6960390318014302,-0.15707947744371567,-1.8298943322352286,2.0054174052599376,1.407583223585625
2020-06-01 00:25:00,-0.30876611494624345,-0.3966792298616569,1.4396285402531679,-1.4535967149294293,-0.6696564349003509,-0.77640387892433,0.226974120758234,0.7977333494200274,-0.09694890755390621,-1.8298943322352286,-0.9675032030250548,1.407583223585625
2020-06-01 00:30:00,-0.2878591330145743,-0.3966792298616569,1.4888752156587062,-1.4676835017241463,-0.6696564349003509,-0.77640387892433,0.5430835662109463,1.1028163022758188,-0.09694890755390621,-1.8298943322352286,-0.9675032030250548,1.407583223585625
2020-06-01 00:35:00,-0.26695215108290515,-0.3966792298616569,1.6858619172808604,-1.4676835017241463,-0.6696564349003509,-0.77640387892433,0.5782068379279144,1.2248494834181352,-0.09694890755390621,-1.8298943322352286,-0.5014097178278313,1.407583223585625
2020-06-01 00:40:00,-0.24604516915123606,-0.4510135771643479,1.784355268091937,-1.4676835017241463,-0.6696564349003509,-0.77640387892433,0.6133301096448823,1.2858660739892933,-0.09694890755390621,-1.8298943322352286,-0.4762154753847382,1.371801187878388
2020-06-01 00:45:00,-0.24604516915123606,-0.3966792298616569,1.7351085926863987,-1.481770288518863,-0.6696564349003509,-0.77640387892433,0.6835766530788183,1.306204937513013,-0.09694890755390621,-1.8566370578456242,-0.4384241117200985,1.371801187878388
2020-06-01 00:50:00,-0.2042312052878978,-0.3966792298616569,1.784355268091937,-1.4676835017241463,-0.6696564349003509,-0.77640387892433,0.6835766530788183,1.326543801036732,-0.03681833766409673,-1.8833797834560204,-0.45102123294164514,1.371801187878388
2020-06-01 00:55:00,-0.2042312052878978,-0.3966792298616569,1.636615241875321,-1.481770288518863,-0.6696564349003509,-0.77640387892433,1.1753024571163706,1.7333210715111207,0.023312232225712742,-1.9101225090664153,-0.41322986927700545,1.371801187878388
2020-06-01 01:00:00,-0.18332422335622864,-0.3423448825589658,1.8336019434974753,-1.481770288518863,-0.7157470548767866,-0.77640387892433,0.6133301096448823,1.306204937513013,0.14357337200533218,-1.9368652346768114,-0.4258269904985518,1.371801187878388
2020-06-01 01:10:00,-0.18332422335622864,-0.3966792298616569,1.5381218910642445,-1.481770288518863,-0.7618376748532224,-0.77640387892433,0.9645628268145625,1.4892547092264876,0.20370394189514165,-1.9636079602872063,-0.31245289950463273,1.3360191521711513
2020-06-01 01:15:00,-0.1624172414245595,-0.3966792298616569,2.129081995930706,-1.481770288518863,-0.7618376748532224,-0.77640387892433,1.667028261153923,2.363825840746423,0.26383451178495165,-1.9636079602872063,-0.31245289950463273,1.3002371164639561
2020-06-01 01:20:00,-0.14151025949289034,-0.4510135771643479,2.2275753467417827,-1.481770288518863,-0.7618376748532224,-0.77640387892433,1.0348093702484986,1.8350153891297183,0.3239650816747611,-1.9636079602872063,-0.2872586570615397,1.3002371164639561
2020-06-01 01:35:00,-0.1624172414245595,-0.4510135771643479,1.8828486189030136,-1.481770288518863,-0.7618376748532224,-0.77640387892433,1.0699326419654667,1.7333210715111207,0.44422622145438007,-2.043836137118393,-0.2872586570615397,1.3002371164639561
2020-06-01 01:40:00,-0.1624172414245595,-0.4510135771643479,1.784355268091937,-1.481770288518863,-0.7618376748532224,-0.77640387892433,0.9645628268145625,1.5909490268450848,0.44422622145438007,-2.070578862728789,-0.2872586570615397,1.3360191521711513
2020-06-01 01:45:00,-0.18332422335622864,-0.4510135771643479,1.7351085926863987,-1.481770288518863,-0.7618376748532224,-0.77640387892433,0.7538231965127545,1.3875603916078905,0.44422622145438007,-2.097321588339184,-0.2872586570615397,1.3360191521711513
