时段,SO2,CO(mg/m3),NO2,O3-1H,PM10,PM2.5,NO,NOX,湿度,温度,风向,大气压
2020-06-01 00:00:00,0.005752636625119846,0.0065645514223194755,0.4072398190045249,0.010113780025284451,0.14285714285714285,0.17687074829931973,0.03180914512922465,0.10013175230566536,0.5540540540540541,0.12135922330097093,0.8219063545150502,0.8170731707317103
2020-06-01 00:05:00,0.005752636625119846,0.0065645514223194755,0.41628959276018107,0.01390644753476612,0.13677811550151975,0.1360544217687075,0.02982107355864811,0.10144927536231885,0.5405405405405406,0.12621359223300965,0.8163322185061316,0.8170731707317103
2020-06-01 00:10:00,0.005752636625119846,0.0065645514223194755,0.4208144796380091,0.008849557522123894,0.13677811550151975,0.1360544217687075,0.02385685884691849,0.09486166007905139,0.5270270270270271,0.1310679611650486,0.8163322185061316,0.810975609756099
2020-06-01 00:15:00,0.005752636625119846,0.0065645514223194755,0.4298642533936652,0.0050568900126422255,0.13677811550151975,0.1360544217687075,0.02783300198807157,0.10408432147562584,0.5270270270270271,0.13592233009708743,0.819119286510591,0.810975609756099
2020-06-01 00:20:00,0.005752636625119846,0.0065645514223194755,0.44796380090497745,0.003792667509481669,0.13677811550151975,0.1360544217687075,0.03180914512922465,0.11198945981554678,0.5270270270270271,0.13592233009708743,0.819119286510591,0.810975609756099
2020-06-01 00:25:00,0.005752636625119846,0.0087527352297593,0.44796380090497745,0.0025284450063211127,0.13677811550151975,0.1360544217687075,0.03777335984095427,0.11857707509881424,0.5405405405405406,0.13592233009708743,0.16137123745819398,0.810975609756099
2020-06-01 00:30:00,0.006711409395973154,0.0087527352297593,0.4524886877828055,0.0012642225031605564,0.13677811550151975,0.1360544217687075,0.05566600397614314,0.1383399209486166,0.5405405405405406,0.13592233009708743,0.16137123745819398,0.810975609756099
2020-06-01 00:35:00,0.007670182166826463,0.0087527352297593,0.47058823529411775,0.0012642225031605564,0.13677811550151975,0.1360544217687075,0.057654075546719676,0.14624505928853754,0.5405405405405406,0.13592233009708743,0.26449275362318847,0.810975609756099
2020-06-01 00:40:00,0.008628954937679768,0.0065645514223194755,0.47963800904977383,0.0012642225031605564,0.13677811550151975,0.1360544217687075,0.05964214711729622,0.15019762845849802,0.5405405405405406,0.13592233009708743,0.27006688963210707,0.8048780487804876
2020-06-01 00:45:00,0.008628954937679768,0.0087527352297593,0.4751131221719458,0.0,0.13677811550151975,0.1360544217687075,0.0636182902584493,0.15151515151515152,0.5405405405405406,0.1310679611650486,0.278428093645485,0.8048780487804876
2020-06-01 00:50:00,0.010546500479386385,0.0087527352297593,0.47963800904977383,0.0012642225031605564,0.13677811550151975,0.1360544217687075,0.0636182902584493,0.152832674571805,0.5540540540540541,0.12621359223300965,0.27564102564102566,0.8048780487804876
2020-06-01 00:55:00,0.010546500479386385,0.0087527352297593,0.4660633484162896,0.0,0.13677811550151975,0.1360544217687075,0.09145129224652086,0.17918313570487482,0.5675675675675675,0.12135922330097093,0.2840022296544036,0.8048780487804876
2020-06-01 01:00:00,0.011505273250239693,0.010940919037199126,0.48416289592760187,0.0,0.13069908814589665,0.1360544217687075,0.05964214711729622,0.15151515151515152,0.5945945945945946,0.11650485436893199,0.2812151616499443,0.8048780487804876
2020-06-01 01:10:00,0.011505273250239693,0.0087527352297593,0.4570135746606335,0.0,0.12462006079027355,0.1360544217687075,0.07952286282306162,0.16337285902503293,0.6081081081081081,0.11165048543689327,0.3062987736900781,0.7987804878048763
2020-06-01 01:15:00,0.012464046021093002,0.0087527352297593,0.5113122171945702,0.0,0.12462006079027355,0.1360544217687075,0.11928429423459243,0.22002635046113306,0.6216216216216217,0.11165048543689327,0.3062987736900781,0.7926829268292721
2020-06-01 01:20:00,0.01342281879194631,0.0065645514223194755,0.5203619909502263,0.0,0.12462006079027355,0.1360544217687075,0.08349900596421471,0.1857707509881423,0.6351351351351352,0.11165048543689327,0.31187290969899667,0.7926829268292721
2020-06-01 01:35:00,0.012464046021093002,0.0065645514223194755,0.4886877828054299,0.0,0.12462006079027355,0.1360544217687075,0.08548707753479125,0.17918313570487482,0.6621621621621622,0.09708737864077677,0.31187290969899667,0.7926829268292721
2020-06-01 01:40:00,0.012464046021093002,0.0065645514223194755,0.47963800904977383,0.0,0.12462006079027355,0.1360544217687075,0.07952286282306162,0.16996047430830039,0.6621621621621622,0.09223300970873782,0.31187290969899667,0.7987804878048763
2020-06-01 01:45:00,0.011505273250239693,0.0065645514223194755,0.4751131221719458,0.0,0.12462006079027355,0.1360544217687075,0.06759443339960239,0.15678524374176547,0.6621621621621622,0.0873786407766991,0.31187290969899667,0.7987804878048763
2020-06-01 01:50:00,0.011505273250239693,0.0065645514223194755,0.47963800904977383,0.0,0.12462006079027355,0.1360544217687075,0.06560636182902584,0.1541501976284585,0.6756756756756757,0.0873786407766991,0.31187290969899667,0.7987804878048763
2020-06-01 01:55:00,0.010546500479386385,0.0065645514223194755,0.47963800904977383,0.0012642225031605564,0.12462006079027355,0.1360544217687075,0.07952286282306162,0.1686429512516469,0.6891891891891893,0.0873786407766991,0.31187290969899667,0.7987804878048763
2020-06-01 02:00:00,0.009587727708533077,0.0065645514223194755,0.4660633484162896,0.0,0.13069908814589665,0.12244897959183673,0.07753479125248508,0.16337285902503293,0.6891891891891893,0.0873786407766991,0.31187290969899667,0.7987804878048763
2020-06-01 02:05:00,0.009587727708533077,0.0065645514223194755,0.47058823529411775,0.0,0.1337386018237082,0.06802721088435375,0.08151093439363816,0.1686429512516469,0.7027027027027029,0.0873786407766991,0.31187290969899667,0.7987804878048763
2020-06-01 02:20:00,0.007670182166826463,0.0087527352297593,0.4570135746606335,0.0,0.1337386018237082,0.06802721088435375,0.1033797216699801,0.18708827404479578,0.7297297297297298,0.0728155339805826,0.31187290969899667,0.7926829268292721
2020-06-01 02:25:00,0.007670182166826463,0.0065645514223194755,0.46153846153846156,0.0,0.1337386018237082,0.06802721088435375,0.11928429423459243,0.20553359683794467,0.7432432432432432,0.06796116504854366,0.31187290969899667,0.7926829268292721
2020-06-01 02:30:00,0.007670182166826463,0.0065645514223194755,0.47058823529411775,0.0,0.1337386018237082,0.06802721088435375,0.1371769383697813,0.22529644268774704,0.7567567567567568,0.06310679611650494,0.31187290969899667,0.7926829268292721
2020-06-01 02:35:00,0.007670182166826463,0.0065645514223194755,0.4570135746606335,0.0,0.1337386018237082,0.06802721088435375,0.1073558648111332,0.19367588932806323,0.7567567567567568,0.06310679611650494,0.31187290969899667,0.7926829268292721
2020-06-01 02:40:00,0.007670182166826463,0.0065645514223194755,0.4570135746606335,0.0,0.1337386018237082,0.06802721088435375,0.10536779324055665,0.18972332015810275,0.7567567567567568,0.06310679611650494,0.31187290969899667,0.7926829268292721
2020-06-01 02:45:00,0.007670182166826463,0.0065645514223194755,0.46153846153846156,0.0,0.1337386018237082,0.06802721088435375,0.11133200795228627,0.1963109354413702,0.7567567567567568,0.058252427184465994,0.31187290969899667,0.7926829268292721
2020-06-01 02:50:00,0.006711409395973154,0.0065645514223194755,0.4570135746606335,0.0,0.1337386018237082,0.06802721088435375,0.10934393638170974,0.19499341238471674,0.7702702702702704,0.05339805825242716,0.31187290969899667,0.7865853658536608
2020-06-01 03:00:00,0.006711409395973154,0.0065645514223194755,0.4570135746606335,0.0,0.1398176291793313,0.07482993197278912,0.09741550695825049,0.18181818181818182,0.7837837837837838,0.04854368932038844,0.31187290969899667,0.7926829268292721
2020-06-01 03:05:00,0.006711409395973154,0.0065645514223194755,0.44796380090497745,0.0,0.1458966565349544,0.108843537414966,0.09940357852882703,0.18181818181818182,0.7837837837837838,0.04854368932038844,0.31187290969899667,0.7865853658536608
2020-06-01 03:15:00,0.006711409395973154,0.0087527352297593,0.4660633484162896,0.0,0.1458966565349544,0.108843537414966,0.07753479125248508,0.16337285902503293,0.7702702702702704,0.03883495145631077,0.31187290969899667,0.7865853658536608
