516072,一汽奥迪,奥迪A4L,2017款 2.0T 双离合 风尚型 Plus,一汽大众奥迪A4L天窗漏水 防冻液减少,"漏防冻液,天窗漏水",2020-08-31,处理反馈
507923,一汽奥迪,奥迪A4L,2017款 2.0T 双离合 时尚型 Plus,一汽大众奥迪A4L天窗漏水发动机漏防冻液,"漏防冻液,异响,顿挫,天窗漏水",2020-08-11,处理反馈
281306,一汽丰田,RAV4荣放,2016款 2.5L 自动 四驱 精英版,一汽丰田RAV4荣放发动机漏防冻液 天窗漏水,"漏防冻液,抖动,天窗漏水",2018-05-31,处理反馈
957242,一汽-大众,高尔夫,2015款 1.4TSI 自动 豪华型,一汽大众高尔夫天窗水管脱落漏水 车内异味,"车内异响,天窗漏水",2023-07-12,处理反馈
956649,长城汽车,哈弗H6 Coupe,2016款 1.5T 自动 两驱精英型,哈弗H6 Coupe天窗漏水导致车内积水,天窗漏水,2023-07-11,处理反馈
956196,一汽-大众,高尔夫,2011款 1.4TSI DSG 舒适型,一汽大众高尔夫天窗漏水导致车内积水,天窗漏水,2023-07-10,处理反馈
955818,奇瑞汽车,捷途X90,2019款 1.5T 手动 智享型 5座 国VI,捷途X90天窗漏水严重全景影像黑屏,"影音系统故障,天窗漏水",2023-07-10,处理反馈
955776,一汽奥迪,奥迪A4L,2022款 40 TFSI 时尚致雅型,一汽奥迪A4L天窗漏水导致车内积水,天窗漏水,2023-07-10,用户评分
955587,奇瑞汽车,艾瑞泽8,2022款 1.6T DCT雅,奇瑞艾瑞泽8天窗漏水要求厂家解决,天窗漏水,2023-07-10,处理反馈
955383,星途,星途揽月,2021款 390T 两驱 星睿版,星途揽月天窗漏水要求厂家解决,天窗漏水,2023-07-09,信息审核
955125,奇瑞汽车,瑞虎8 PLUS,2022款 290TGDI DCT 豪情版+,奇瑞瑞虎8 PLUS车顶阅读灯位置多次漏水,"天窗漏水,多次返修",2023-07-09,用户评分
954659,一汽奥迪,奥迪A4L,2022款 40 TFSI 豪华动感型,一汽奥迪A4L天窗再次漏水要求解决,天窗漏水,2023-07-08,用户评分
953033,一汽奥迪,奥迪A4L,2022款 45 TFSI quattro 臻选动感型,一汽奥迪A4L天窗漏水要求厂家解决,天窗漏水,2023-07-06,处理反馈
952570,一汽奥迪,奥迪A4L,2022款 40 TFSI 时尚动感型,一汽奥迪A4L天窗漏水希望尽快解决,天窗漏水,2023-07-05,处理反馈
952293,上汽集团,荣威RX3,2018款 1.6L CVT 互联网智享版,上汽荣威RX3天窗排水管脱落导致车辆进水,天窗漏水,2023-07-05,用户评分
952016,一汽奥迪,奥迪Q3,2020款 35 TFSI 时尚动感型,一汽奥迪Q3下雨天窗两侧漏水有设计问题,天窗漏水,2023-07-05,处理反馈
951100,一汽奥迪,奥迪Q3,2022款 40 TFSI 时尚动感型,一汽奥迪Q3天窗漏水希望厂家处理,天窗漏水,2023-07-04,用户评分
950882,一汽-大众,高尔夫,2018款 280TSI 自动 R-Line型,一汽大众高尔夫天窗漏水 车内有异味,"车内异味,天窗漏水",2023-07-03,处理反馈
950838,上汽集团,荣威RX3,2018款 1.6L 手动 互联网智享版,上汽荣威RX3天窗漏水存在质量问题,天窗漏水,2023-07-03,处理反馈
950831,上汽集团,荣威RX3,2018款 1.6L 手动 精英版,上汽荣威RX3天窗排水口接头脱落导致漏水,天窗漏水,2023-07-03,处理反馈
950700,上汽通用别克,昂科威,2018款 20T 双离合 两驱 精英型,别克昂科威天窗漏水导致车内积水,天窗漏水,2023-07-03,处理反馈
949754,长城汽车,哈弗H2,2018款 1.5T 双离合 两驱 时尚型 创享版 国V,哈弗H2天窗多次漏水存在质量问题,天窗漏水,2023-07-02,用户评分
949540,比亚迪,海豹,2022款 550km 标准续航 后驱版 尊贵型,比亚迪海豹座椅塌陷 车身生锈 天幕漏水,"车身生锈,座椅故障,天窗漏水,车门把手故障",2023-07-02,处理反馈
949405,星途,星途凌云,2019款 1.6T 两驱 铂金版,星途凌云天窗漏水导致电子元器件故障,天窗漏水,2023-07-01,信息审核
948724,比亚迪,唐,2018款 2.0T 自动智联 尊荣型 7座 国V,比亚迪唐承诺更换减震器不兑现 天窗漏水,"减震器漏油,天窗漏水",2023-06-30,用户评分
948526,一汽奥迪,奥迪A4L,2022款 40 TFSI 豪华动感型,一汽奥迪A4L天窗漏水导致车内受损,天窗漏水,2023-06-30,处理反馈
947782,长城汽车,哈弗H4,2018款 1.5T 风尚型 蓝标,哈弗H4天窗排水管收缩脱落希望解决,天窗漏水,2023-06-30,处理反馈
946240,一汽奥迪,奥迪A4L,2022款 45 TFSI quattro 臻选动感型,一汽奥迪A4L天窗漏水要求厂家解决,天窗漏水,2023-06-28,用户评分
946222,上汽通用别克,昂科威,2016款 20T 双离合  两驱精英型,别克昂科威天窗漏水中控显示屏黑屏,"影音系统故障,天窗漏水",2023-06-28,处理反馈
945511,长城汽车,哈弗H6 Coupe,2016款 1.5T 手动 两驱精英型,哈弗H6Coupe天窗漏水导致车内积水,天窗漏水,2023-06-27,处理反馈
945000,上汽大众,途观,2016款 280TSI 自动 两驱 丝绸之路舒适版,上汽大众途观天窗漏水存在质量问题,天窗漏水,2023-06-26,处理反馈
944981,上汽大众,途观,2015款 1.8TSI 自动 两驱 舒适版 5座,上汽大众途观天窗漏水导致车内积水,天窗漏水,2023-06-26,用户评分
944759,长城汽车,哈弗H6 Coupe,2016款 1.5T 自动 两驱都市型,哈弗H6Coupe天窗漏水导致后备厢积水,天窗漏水,2023-06-26,处理反馈
944457,长城汽车,哈弗H6 Coupe,2016款 1.5T 自动 两驱都市型,哈弗H6 Coupe天窗排水设计缺陷致车内漏水,天窗漏水,2023-06-26,用户评分
944449,长城汽车,哈弗H6 Coupe,2018款 1.5T 自动 两驱 豪华型 蓝标,哈弗H6 Coupe天窗漏水 蓄电池亏电,"电瓶故障,天窗漏水",2023-06-26,处理反馈
944010,广汽本田,冠道,2019款 240TURBO 两驱 豪华·星空限量版,广汽本田冠道左侧天窗排水不畅 维修不规范,"天窗漏水,操作不规范",2023-06-25,处理反馈
943806,上汽大众斯柯达,明锐,2017款 1.6L 手动 智行版,斯柯达明锐天窗开裂导致车内进水,"部件开裂,天窗漏水",2023-06-25,用户评分
943722,东风本田,本田XR-V,2021款 1.5L CVT 舒适版,东风本田XR-V大暴雨后天窗天幕两边漏水,天窗漏水,2023-06-25,处理反馈
943485,上汽大众斯柯达,明锐,2017款 1.6L 自动 智行版,斯柯达明锐天窗塑料件开裂导致漏水,"部件开裂,天窗漏水",2023-06-25,用户评分
943026,上汽通用别克,昂科威,2019款 28T 四驱 精英型 国VI,别克昂科威天窗排水设计问题导致漏水,天窗漏水,2023-06-24,处理反馈
942862,一汽奥迪,奥迪Q3,2021款 35 TFSI 进取动感型,一汽奥迪Q3车辆使用过程中天窗漏水,天窗漏水,2023-06-23,处理反馈
942842,比亚迪,唐,2018款 2.0T 自动智联 尊荣型 7座 国V,比亚迪唐天窗漏水导致车内积水严重,天窗漏水,2023-06-23,用户评分
942642,一汽-大众,宝来,2019款 1.5L 自动 精英型,一汽大众宝来下雨时车辆天窗严重漏水,天窗漏水,2023-06-23,处理反馈
942499,林肯（进口）,航海家（进口）,2020款 2.0T 四驱 尊雅版,进口林肯航海家保修期内天窗漏水,天窗漏水,2023-06-22,信息审核
942428,一汽-大众,速腾,2022款 200TSI DSG 飞越版,一汽大众速腾天窗漏水要求厂家解决,天窗漏水,2023-06-22,处理反馈
941970,一汽-大众,宝来,2019款 改款 1.5L 自动 精英型 国V,一汽大众宝来天窗A柱位置漏水导致车内积水,天窗漏水,2023-06-21,处理反馈
941495,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动 两驱 豪华智联版 国VI,哈弗H6 Coupe天窗漏水严重 车内异味,"车内异味,天窗漏水",2023-06-20,处理反馈
941436,一汽-大众,宝来,2018款 1.5L 手动 舒适型,一汽大众宝来天窗排水管接头损坏导致L漏水,天窗漏水,2023-06-20,处理反馈
941188,一汽奥迪,奥迪A6L,2012款 2.0L TFSI CVT 舒适型,一汽奥迪A6L天窗漏水导致车内积水,天窗漏水,2023-06-20,用户评分
940987,长城汽车,哈弗H6,2017款 2.0T 自动 两驱 领尚型 换代 蓝标,哈弗H6天窗排水管漏水导致BCM模块进水,天窗漏水,2023-06-20,用户评分
940867,奇瑞汽车,捷途X70,2018款 1.5T 手动 悦行版,捷途X70方向盘异响 天窗漏水要求解决,"异响,影音系统故障,天窗漏水",2023-06-20,处理反馈
940578,一汽奥迪,奥迪Q3,2020款 35 TFSI 进取动感型,一汽奥迪Q3变速箱异响顿挫 天窗漏水,"顿挫,车灯不亮,天窗漏水",2023-06-19,处理反馈
940422,上汽通用五菱,宝骏560,2017款 1.5T 手动 尊享型 律动版,宝骏560天窗漏水 车身异响 减震器异响,"减震器异响,车身异响,天窗漏水",2023-06-19,用户评分
940402,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版Pro,一汽大众探岳车顶多处漏水导致车内积水,天窗漏水,2023-06-19,处理反馈
940303,星途,星途凌云,2019款 1.6T 两驱 铂金版,星途凌云天窗漏水导致电子手刹短路,天窗漏水,2023-06-19,信息审核
940220,一汽-大众,速腾,2022款 280TSI DSG 飞越版,一汽大众速腾天窗漏水导致车内有积水,"天窗漏水,油箱有缺陷",2023-06-19,处理反馈
939858,上汽集团,荣威RX5,2018款 20T 自动 两驱 互联网智惠版,上汽荣威RX5天窗进水导致车内积水,天窗漏水,2023-06-18,处理反馈
939587,一汽-大众,C-TREK蔚领,2017款 1.6L 自动 舒适型,一汽大众蔚领下雨时天窗出现漏水的现象,天窗漏水,2023-06-17,处理反馈
939448,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸天窗排水管处有漏水的现象,天窗漏水,2023-06-17,处理反馈
939143,上汽集团,荣威RX5新能源,2017款 eRX5 50T 混动尊荣旗舰版,上汽荣威RX5新能源天窗漏水影响使用,天窗漏水,2023-06-16,处理反馈
938981,东风日产,奇骏,2021款 2.0L CVT 2WD XL ITS 智联 舒适版,东风日产奇骏仪表盘进灰 天窗漏水,"部件开裂,天窗漏水",2023-06-16,处理反馈
937961,长城汽车,长城C50,2013款 1.5T 精英型,长城C50天窗排水管脱落胶条老化导致漏水,"天窗漏水,密封条损坏",2023-06-14,处理反馈
935886,江铃福特,领界,2019款 EcoBoost 145 CVT 尊领型 国VI,江铃福特领界天窗漏水多次处理未解决,天窗漏水,2023-06-10,信息审核
935745,一汽奥迪,奥迪Q3,2019款 35 TFSI 进取动感型,一汽奥迪Q3天窗漏水导致车内进水,天窗漏水,2023-06-09,用户评分
935629,上汽集团,荣威RX5,2018款 20T 手动 两驱 旗舰版,上汽荣威RX5天窗漏水导致车内大量积水,天窗漏水,2023-06-09,用户评分
935452,一汽奥迪,奥迪A4L,2022款 40 TFSI 豪华动感型,一汽奥迪A4L天窗漏水变速箱升挡异响,"异响,顿挫,影音系统故障,车内异味,车载互联故障,天窗漏水,维修技术差",2023-06-09,用户评分
935022,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L天窗漏水希望解决,天窗漏水,2023-06-08,处理反馈
933164,上汽集团,名爵ZS,2018款 1.5L 自动 豪华版 国V,上汽名爵ZS天窗漏水导致车内积水,天窗漏水,2023-06-05,处理反馈
931280,上汽集团,荣威RX5,2018款 20T 手动 两驱 旗舰版,荣威RX5天窗漏水导致车内大量积水,天窗漏水,2023-06-02,用户评分
930616,一汽奥迪,奥迪A3,2016款 Sportback 1.4T 双离合 领英型,一汽奥迪A3天窗漏水造成顶棚脱胶,天窗漏水,2023-05-31,处理反馈
929775,一汽-大众,T-ROC探歌,2019款 230TSI DSG 两驱 进取型 国VI,一汽大众T-ROC探歌天窗漏水希望免费处理,天窗漏水,2023-05-30,处理反馈
929267,一汽-大众,C-TREK蔚领,2017款 1.6L 自动 舒适型,一汽大众C-TREK蔚领天窗漏水希望彻底解决,天窗漏水,2023-05-29,处理反馈
928502,东风风行,景逸S50,2016款 1.6L CVT 尊享型,东风风行景逸S50天窗漏水导致车辆线束短路,天窗漏水,2023-05-28,处理反馈
927488,一汽奥迪,奥迪Q3,2020款 35 TFSI 进取动感型,一汽奥迪Q3主驾驶车门后备厢开关处漏水,天窗漏水,2023-05-27,处理反馈
927140,北京奔驰,奔驰C级,2022款 C 260 L 皓夜运动版,北京奔驰C级天窗漏水无专用胶水,天窗漏水,2023-05-26,信息审核
926718,广汽丰田,锋兰达,2022款 2.0L CVT 豪华版,广汽丰田锋兰达天窗渗水 车身雨刮异响,"车身异响,天窗漏水,雨刮器故障",2023-05-25,信息审核
926710,一汽-大众,宝来,2019款 改款 1.5L 自动 精英型 国V,一汽大众宝来天窗A柱位置漏水导致车内积水,天窗漏水,2023-05-25,用户评分
926706,上汽通用五菱,宝骏560,2017款 1.5T 手动 尊享型 律动版,宝骏560天窗漏水 车身异响 减震器异响,"减震器异响,车身异响,天窗漏水",2023-05-25,用户评分
926180,一汽-大众,迈腾,2020款 330TSI DSG 领先型,一汽大众迈腾天窗漏水存在质量问题,天窗漏水,2023-05-24,用户评分
925914,一汽奥迪,奥迪A4L,2022款 40 TFSI 豪华动感型,一汽奥迪A4L天窗漏水 变速箱挂挡异响,"异响,天窗漏水",2023-05-24,用户评分
925099,上汽大众斯柯达,明锐,2017款 1.6L 手动 智行版,斯柯达明锐天窗框架开裂导致漏水,"部件开裂,天窗漏水",2023-05-22,处理反馈
925059,一汽奥迪,奥迪A4L,2022款 40 TFSI 豪华动感型,一汽奥迪A4L天窗漏水 变速箱异响顿挫,"异响,顿挫,影音系统故障,车内异味,车载互联故障,天窗漏水,维修技术差,配件质量差",2023-05-22,用户评分
