orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
677313,102270,7197,2016/8/17 8:45,121.474,31.399,2016/8/17 8:56,121.483,31.401,11,3,8
1650292,31615,11127,2016/8/30 19:52,121.5,31.402,2016/8/30 20:14,121.494,31.412,22,2,19
813749,54761,9450,2016/8/27 13:50,121.488,31.382,2016/8/27 14:02,121.499,31.395,12,6,13
1177583,194855,5756,2016/8/12 14:09,121.504,31.403,2016/8/12 14:20,121.486,31.398,11,5,14
374638,219375,1746,2016/8/18 13:28,121.494,31.372,2016/8/18 14:57,121.447,31.325,89,4,13
1518589,91179,10890,2016/8/22 21:38,121.496,31.382,2016/8/22 21:55,121.492,31.371,17,1,21
334571,125690,7413,2016/8/1 10:58,121.479,31.396,2016/8/1 11:22,121.441,31.368,24,1,10
785883,243870,6421,2016/8/18 19:57,121.49,31.399,2016/8/18 20:06,121.494,31.4,9,4,19
777096,121223,12913,2016/8/19 11:29,121.476,31.403,2016/8/19 11:33,121.481,31.404,4,5,11
1100287,215817,12325,2016/8/29 21:30,121.498,31.409,2016/8/29 21:54,121.496,31.406,24,1,21
1526922,115840,6027,2016/8/19 21:43,121.497,31.394,2016/8/19 21:49,121.495,31.39,6,5,21
561743,269836,9103,2016/8/25 13:52,121.488,31.382,2016/8/25 13:59,121.494,31.379,7,4,13
1449495,254027,12325,2016/8/27 19:39,121.491,31.395,2016/8/27 19:47,121.503,31.39,8,6,19
1241669,284965,1376,2016/8/27 17:24,121.501,31.384,2016/8/27 17:33,121.496,31.382,9,6,17
1325903,68169,14953,2016/8/28 16:45,121.495,31.381,2016/8/28 16:57,121.493,31.37,12,7,16
1540800,120905,9505,2016/8/16 20:31,121.483,31.405,2016/8/16 21:31,121.482,31.332,60,2,20
1739768,336005,3327,2016/8/26 17:22,121.501,31.374,2016/8/26 17:36,121.496,31.382,14,5,17
1704386,68741,14847,2016/8/31 20:05,121.496,31.382,2016/8/31 20:26,121.489,31.37,21,3,20
524060,14393,5081,2016/8/31 8:36,121.479,31.395,2016/8/31 8:43,121.483,31.389,7,3,8
72157,43834,4245,2016/8/31 6:32,121.497,31.394,2016/8/31 13:16,121.479,31.396,404,3,6
657953,101877,4669,2016/8/2 21:36,121.495,31.39,2016/8/2 21:45,121.488,31.406,9,2,21
1197110,237284,8969,2016/8/16 16:53,121.491,31.392,2016/8/16 17:15,121.481,31.401,22,2,16
1175507,184662,1778,2016/8/27 16:43,121.482,31.407,2016/8/27 16:49,121.476,31.404,6,6,16
719160,220408,1590,2016/8/25 16:54,121.486,31.406,2016/8/25 17:13,121.493,31.405,19,4,16
932568,200621,13729,2016/8/30 11:37,121.492,31.369,2016/8/30 12:02,121.494,31.379,25,2,11
278816,205811,1746,2016/8/18 10:43,121.492,31.371,2016/8/18 10:53,121.491,31.375,10,4,10
909160,118529,5509,2016/8/8 17:01,121.468,31.399,2016/8/8 17:07,121.476,31.404,6,1,17
783448,159121,9794,2016/8/25 17:39,121.493,31.412,2016/8/25 17:46,121.48,31.407,7,4,17
723378,239297,1656,2016/8/18 19:03,121.484,31.4,2016/8/18 19:20,121.505,31.404,17,4,19
1733913,364806,5081,2016/8/31 22:36,121.497,31.378,2016/8/31 22:48,121.503,31.394,12,3,22
1461952,67492,8236,2016/8/17 18:39,121.464,31.407,2016/8/17 19:26,121.424,31.392,47,3,18
546632,23148,112,2016/8/27 11:35,121.491,31.396,2016/8/27 12:18,121.492,31.387,43,6,11
515252,28141,6869,2016/8/11 11:23,121.47,31.416,2016/8/11 11:58,121.475,31.404,35,4,11
1574818,29289,80,2016/8/16 21:03,121.495,31.384,2016/8/16 21:16,121.492,31.371,13,2,21
587951,27647,13811,2016/8/27 11:57,121.481,31.404,2016/8/27 12:00,121.476,31.403,3,6,11
406832,135623,4946,2016/8/5 16:28,121.489,31.395,2016/8/5 16:57,121.46,31.407,29,5,16
134940,80395,9919,2016/8/29 8:16,121.476,31.403,2016/8/29 8:46,121.465,31.406,30,1,8
1617683,50588,3141,2016/8/6 19:30,121.491,31.411,2016/8/6 19:44,121.485,31.405,14,6,19
1120712,278033,11137,2016/8/27 16:12,121.471,31.391,2016/8/27 16:18,121.479,31.396,6,6,16
1156365,132857,9969,2016/8/17 14:48,121.493,31.37,2016/8/17 14:52,121.489,31.368,4,3,14
1498052,215455,6673,2016/8/24 11:51,121.486,31.388,2016/8/24 11:59,121.487,31.382,8,3,11
41275,340508,10212,2016/8/29 7:10,121.496,31.382,2016/8/29 7:20,121.488,31.381,10,1,7
1741008,187354,6005,2016/8/26 17:26,121.465,31.402,2016/8/26 17:48,121.487,31.394,22,5,17
1536827,247557,6831,2016/8/22 22:32,121.495,31.383,2016/8/22 23:06,121.486,31.408,34,1,22
721646,157872,9506,2016/8/24 7:33,121.487,31.369,2016/8/24 7:38,121.492,31.371,5,3,7
1160473,269836,11384,2016/8/31 14:18,121.488,31.382,2016/8/31 14:25,121.495,31.38,7,3,14
1540625,57788,8848,2016/8/16 20:29,121.492,31.37,2016/8/16 20:33,121.49,31.371,4,2,20
462168,197639,11028,2016/8/17 8:02,121.467,31.414,2016/8/17 8:14,121.476,31.404,12,3,8
354883,66632,6509,2016/8/9 11:54,121.496,31.38,2016/8/9 12:07,121.484,31.398,13,2,11
52706,226399,17292,2016/8/29 7:21,121.492,31.37,2016/8/29 7:26,121.5,31.372,5,1,7
357738,131996,5143,2016/8/7 17:37,121.494,31.405,2016/8/7 18:14,121.44,31.398,37,7,17
319341,23710,1746,2016/8/18 11:49,121.491,31.375,2016/8/18 11:53,121.494,31.372,4,4,11
737261,101877,5652,2016/8/1 17:51,121.483,31.405,2016/8/1 18:08,121.486,31.387,17,1,17
627193,113810,13169,2016/8/29 15:28,121.47,31.365,2016/8/29 15:51,121.434,31.355,23,1,15
784707,239015,15272,2016/8/31 10:09,121.468,31.399,2016/8/31 10:23,121.489,31.402,14,3,10
1686656,323118,13103,2016/8/28 21:12,121.501,31.399,2016/8/28 21:14,121.5,31.397,2,7,21
1735633,125024,6749,2016/8/31 22:58,121.484,31.405,2016/8/31 23:09,121.499,31.403,11,3,22
1108774,189952,6110,2016/8/16 14:59,121.493,31.386,2016/8/16 15:03,121.497,31.387,4,2,14
704466,342771,7160,2016/8/27 12:42,121.487,31.39,2016/8/27 12:53,121.479,31.395,11,6,12
1782270,199150,13008,2016/8/24 20:57,121.487,31.382,2016/8/24 21:09,121.495,31.39,12,3,20
1179734,149592,6647,2016/8/8 18:42,121.493,31.405,2016/8/8 19:08,121.502,31.402,26,1,18
1312956,384613,5773,2016/8/31 16:19,121.488,31.393,2016/8/31 16:25,121.492,31.388,6,3,16
121169,298867,6605,2016/8/29 8:08,121.475,31.403,2016/8/29 8:16,121.467,31.407,8,1,8
