orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
1796908,320868,15637,2016/8/26 21:11,121.662,31.206,2016/8/26 21:24,121.657,31.203,13,5,21
1528110,313703,7631,2016/8/31 18:06,121.658,31.213,2016/8/31 18:17,121.659,31.202,11,3,18
1026837,305436,13123,2016/8/27 15:28,121.663,31.231,2016/8/27 15:58,121.636,31.203,30,6,15
1712563,41974,15111,2016/8/31 20:28,121.657,31.203,2016/8/31 20:54,121.665,31.205,26,3,20
634366,255348,10928,2016/8/18 18:15,121.684,31.191,2016/8/18 18:30,121.692,31.172,15,4,18
957524,296745,11885,2016/8/29 19:39,121.686,31.243,2016/8/29 20:05,121.683,31.241,26,1,19
1136689,162941,7487,2016/8/11 19:58,121.681,31.196,2016/8/11 20:12,121.689,31.198,14,4,19
714630,168596,7050,2016/8/15 13:25,121.68,31.197,2016/8/15 15:20,121.723,31.192,115,1,13
1175063,347356,14725,2016/8/27 16:38,121.671,31.205,2016/8/27 17:11,121.625,31.187,33,6,16
1753793,244689,2083,2016/8/26 18:10,121.663,31.239,2016/8/26 19:33,121.575,31.291,83,5,18
773316,263655,9546,2016/8/24 7:42,121.655,31.218,2016/8/24 7:45,121.657,31.214,3,3,7
1448971,328963,14455,2016/8/27 19:34,121.687,31.189,2016/8/27 19:46,121.692,31.188,12,6,19
521135,195309,1101,2016/8/21 23:10,121.651,31.201,2016/8/21 23:26,121.68,31.196,16,7,23
764719,234205,3332,2016/8/30 9:44,121.681,31.197,2016/8/30 9:56,121.697,31.194,12,2,9
1743774,216888,7555,2016/8/24 17:58,121.68,31.196,2016/8/24 18:24,121.676,31.193,26,3,17
1023671,235314,985,2016/8/19 16:36,121.692,31.214,2016/8/19 16:59,121.674,31.213,23,5,16
218907,290961,8571,2016/8/25 8:21,121.68,31.241,2016/8/25 8:32,121.663,31.233,11,4,8
181698,300842,9546,2016/8/24 1:42,121.655,31.218,2016/8/24 2:11,121.653,31.214,29,3,1
957533,290961,5362,2016/8/29 19:39,121.686,31.243,2016/8/29 20:06,121.683,31.242,27,1,19
572985,105747,14455,2016/8/29 14:37,121.702,31.187,2016/8/29 14:47,121.714,31.181,10,1,14
648556,217756,7308,2016/8/14 11:56,121.654,31.209,2016/8/14 11:58,121.652,31.208,2,7,11
1504866,200642,7785,2016/8/16 20:03,121.657,31.214,2016/8/16 20:14,121.671,31.204,11,2,20
1659368,378400,7555,2016/8/31 19:07,121.684,31.196,2016/8/31 19:24,121.685,31.204,17,3,19
147616,191805,985,2016/8/16 7:17,121.689,31.219,2016/8/16 7:29,121.674,31.213,12,2,7
177105,301001,4424,2016/8/23 6:56,121.69,31.175,2016/8/23 7:04,121.692,31.182,8,2,6
1227894,293119,6448,2016/8/23 18:12,121.653,31.232,2016/8/23 18:28,121.655,31.218,16,2,18
1604713,245595,7487,2016/8/30 18:43,121.725,31.214,2016/8/30 20:11,121.732,31.205,88,2,18
386912,359255,12809,2016/8/31 8:07,121.704,31.188,2016/8/31 9:16,121.6,31.206,69,3,8
868772,362979,6465,2016/8/29 18:58,121.697,31.186,2016/8/29 19:22,121.685,31.195,24,1,18
170351,293268,7554,2016/8/22 12:26,121.678,31.241,2016/8/22 12:35,121.664,31.239,9,1,12
1147871,62191,3882,2016/8/28 15:12,121.671,31.235,2016/8/28 15:31,121.674,31.213,19,7,15
1436402,30085,8788,2016/8/27 19:26,121.658,31.213,2016/8/27 19:37,121.667,31.211,11,6,19
869057,277630,1101,2016/8/28 12:51,121.693,31.181,2016/8/28 13:47,121.697,31.186,56,7,12
423473,76801,8571,2016/8/23 8:21,121.658,31.213,2016/8/23 8:35,121.647,31.214,14,2,8
137280,313703,6448,2016/8/25 7:40,121.659,31.202,2016/8/25 7:47,121.658,31.213,7,4,7
79000,232900,4823,2016/8/16 6:35,121.662,31.202,2016/8/16 6:46,121.658,31.213,11,2,6
1417909,220218,7555,2016/8/23 22:32,121.68,31.196,2016/8/23 22:39,121.669,31.195,7,2,22
1659702,352251,7631,2016/8/31 19:10,121.659,31.202,2016/8/31 19:29,121.693,31.199,19,3,19
1166880,306560,8003,2016/8/28 15:25,121.662,31.208,2016/8/28 15:30,121.665,31.205,5,7,15
1280633,34337,10928,2016/8/16 17:41,121.681,31.197,2016/8/16 18:33,121.684,31.191,52,2,17
2832,185176,8129,2016/8/28 5:56,121.785,31.204,2016/8/28 8:01,121.697,31.196,125,7,5
1707479,357078,9006,2016/8/28 23:18,121.693,31.191,2016/8/28 23:52,121.67,31.205,34,7,23
1545684,269773,671,2016/8/24 12:09,121.662,31.239,2016/8/24 12:17,121.656,31.232,8,3,12
1089168,128258,985,2016/8/15 18:07,121.68,31.241,2016/8/15 18:32,121.674,31.213,25,1,18
892661,7439,1101,2016/8/23 11:57,121.688,31.195,2016/8/23 12:20,121.701,31.187,23,2,11
521219,254407,1070,2016/8/21 15:11,121.685,31.186,2016/8/21 15:23,121.702,31.194,12,7,15
837598,256003,4323,2016/8/25 18:05,121.686,31.21,2016/8/25 18:13,121.685,31.204,8,4,18
257547,359255,10317,2016/8/29 9:15,121.692,31.185,2016/8/29 10:16,121.6,31.206,61,1,9
1774694,10622,7590,2016/8/26 19:24,121.678,31.248,2016/8/26 19:37,121.679,31.241,13,5,19
1563819,379201,5362,2016/8/31 18:18,121.663,31.233,2016/8/31 18:29,121.656,31.216,11,3,18
1420610,267037,6056,2016/8/22 18:46,121.68,31.24,2016/8/22 18:59,121.67,31.234,13,1,18
500907,296745,17251,2016/8/30 8:25,121.677,31.243,2016/8/30 8:41,121.663,31.233,16,2,8
1540153,344577,1364,2016/8/31 18:10,121.691,31.177,2016/8/31 18:20,121.702,31.186,10,3,18
592371,254624,5824,2016/8/26 7:23,121.688,31.189,2016/8/26 7:31,121.681,31.195,8,5,7
1724469,291258,2083,2016/8/24 16:51,121.647,31.206,2016/8/24 17:06,121.654,31.209,15,3,16
1394472,33982,5059,2016/8/15 23:07,121.647,31.218,2016/8/15 23:28,121.614,31.213,21,1,23
1486218,333439,11829,2016/8/26 12:11,121.663,31.233,2016/8/26 12:38,121.678,31.24,27,5,12
1547079,224655,4823,2016/8/17 19:49,121.662,31.208,2016/8/17 19:57,121.664,31.202,8,3,19
1345389,267037,6056,2016/8/22 17:33,121.671,31.234,2016/8/22 17:46,121.68,31.24,13,1,17
1609617,361716,14455,2016/8/28 19:19,121.694,31.182,2016/8/28 19:25,121.693,31.181,6,7,19
307247,292521,7918,2016/8/22 6:56,121.656,31.201,2016/8/22 7:02,121.65,31.207,6,1,6
626243,233243,7487,2016/8/17 8:33,121.684,31.234,2016/8/17 8:52,121.674,31.213,19,3,8
1328846,103918,304,2016/8/31 16:36,121.693,31.207,2016/8/31 16:44,121.675,31.212,8,3,16
728158,212214,9546,2016/8/20 18:54,121.664,31.202,2016/8/20 19:00,121.662,31.207,6,6,18
751767,177812,4424,2016/8/19 10:55,121.697,31.186,2016/8/19 11:05,121.693,31.174,10,5,10
338143,254407,10928,2016/8/20 12:42,121.699,31.187,2016/8/20 12:49,121.692,31.181,7,6,12
232746,168591,10317,2016/8/25 8:30,121.658,31.213,2016/8/25 8:36,121.669,31.207,6,4,8
1289215,278623,7555,2016/8/23 19:08,121.655,31.199,2016/8/23 19:24,121.651,31.201,16,2,19
230968,345086,8003,2016/8/28 9:16,121.671,31.205,2016/8/28 9:51,121.657,31.215,35,7,9
273869,293119,2083,2016/8/25 8:50,121.658,31.213,2016/8/25 9:09,121.653,31.232,19,4,8
795939,278512,8788,2016/8/26 7:58,121.712,31.202,2016/8/26 8:29,121.694,31.236,31,5,7
291084,17297,2376,2016/8/3 13:45,121.699,31.188,2016/8/3 14:08,121.697,31.194,23,3,13
473912,11580,7308,2016/8/15 9:08,121.657,31.213,2016/8/15 11:19,121.68,31.241,131,1,9
