orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
1398230,30801,3914,2016/8/12 21:10,121.523,31.279,2016/8/12 21:36,121.526,31.252,26,5,21
1419609,106895,11697,2016/8/12 22:02,121.515,31.291,2016/8/12 22:17,121.537,31.301,15,5,22
747491,47564,7721,2016/8/26 7:48,121.525,31.286,2016/8/26 7:54,121.529,31.279,6,5,7
1529188,137221,9067,2016/8/6 13:16,121.518,31.287,2016/8/6 13:22,121.509,31.289,6,6,13
1161499,217511,12218,2016/8/22 19:31,121.52,31.274,2016/8/22 19:42,121.516,31.28,11,1,19
722096,285299,3036,2016/8/24 7:39,121.535,31.285,2016/8/24 7:54,121.514,31.277,15,3,7
430590,57627,2818,2016/8/4 9:02,121.531,31.275,2016/8/4 9:10,121.538,31.277,8,4,9
1168928,58378,3958,2016/8/26 9:07,121.529,31.274,2016/8/26 9:13,121.534,31.269,6,5,9
1039656,78039,1214,2016/8/4 20:23,121.534,31.289,2016/8/4 20:40,121.53,31.302,17,4,20
448730,287892,16520,2016/8/29 12:31,121.534,31.291,2016/8/29 13:09,121.536,31.321,38,1,12
635413,141366,7954,2016/8/4 12:36,121.516,31.283,2016/8/4 12:48,121.502,31.286,12,4,12
580065,98444,5873,2016/8/2 20:18,121.522,31.284,2016/8/2 20:27,121.518,31.275,9,2,20
874981,51103,7399,2016/8/1 18:57,121.518,31.275,2016/8/1 19:27,121.463,31.274,30,1,18
1580540,196884,11290,2016/8/17 20:25,121.518,31.277,2016/8/17 20:48,121.531,31.26,23,3,20
1076922,78207,4050,2016/8/12 9:20,121.528,31.275,2016/8/12 9:32,121.537,31.263,12,5,9
1612193,84790,5853,2016/8/6 19:09,121.531,31.283,2016/8/6 19:26,121.516,31.298,17,6,19
1512716,9893,5794,2016/8/14 20:36,121.518,31.287,2016/8/14 20:47,121.526,31.277,11,7,20
368251,121947,300,2016/8/23 8:02,121.526,31.287,2016/8/23 8:11,121.531,31.28,9,2,8
1653016,85116,7392,2016/8/6 21:52,121.522,31.283,2016/8/6 22:01,121.521,31.282,9,6,21
1468284,227854,9030,2016/8/16 19:25,121.534,31.284,2016/8/16 19:47,121.55,31.268,22,2,19
619296,47239,13172,2016/8/24 7:15,121.516,31.283,2016/8/24 7:20,121.518,31.275,5,3,7
723633,35451,1815,2016/8/18 19:06,121.522,31.283,2016/8/18 19:23,121.516,31.297,17,4,19
477921,207387,13880,2016/8/27 10:59,121.53,31.286,2016/8/27 11:22,121.521,31.29,23,6,10
837437,249029,241,2016/8/25 18:05,121.519,31.282,2016/8/25 18:25,121.539,31.261,20,4,18
1108574,145617,5783,2016/8/15 18:19,121.518,31.286,2016/8/15 18:37,121.517,31.276,18,1,18
1201843,162296,3517,2016/8/8 18:47,121.529,31.283,2016/8/8 18:56,121.523,31.278,9,1,18
792894,37930,4311,2016/8/9 18:31,121.518,31.275,2016/8/9 18:35,121.516,31.28,4,2,18
703526,63866,1341,2016/8/5 18:39,121.534,31.287,2016/8/5 18:45,121.529,31.288,6,5,18
969489,102204,8278,2016/8/9 20:37,121.515,31.29,2016/8/9 21:04,121.528,31.278,27,2,20
1716179,334935,9532,2016/8/26 16:07,121.52,31.289,2016/8/26 16:10,121.516,31.288,3,5,16
671911,235670,6159,2016/8/18 18:34,121.531,31.282,2016/8/18 18:42,121.522,31.276,8,4,18
31239,92080,5631,2016/8/3 8:02,121.534,31.287,2016/8/3 8:21,121.55,31.267,19,3,8
1181964,177987,6651,2016/8/16 16:31,121.535,31.288,2016/8/16 16:42,121.548,31.29,11,2,16
1304440,94256,8888,2016/8/23 19:23,121.518,31.291,2016/8/23 19:46,121.541,31.263,23,2,19
864470,211886,7184,2016/8/14 14:33,121.526,31.277,2016/8/14 14:55,121.544,31.287,22,7,14
650801,141787,5686,2016/8/15 12:04,121.534,31.276,2016/8/15 12:11,121.536,31.27,7,1,12
1495180,217392,3991,2016/8/14 20:29,121.529,31.288,2016/8/14 20:36,121.534,31.289,7,7,20
180086,121193,4875,2016/8/10 8:29,121.53,31.275,2016/8/10 8:45,121.538,31.277,16,3,8
126525,51136,8918,2016/8/10 7:56,121.526,31.284,2016/8/10 8:00,121.531,31.28,4,3,7
981133,228865,13032,2016/8/26 8:25,121.535,31.278,2016/8/26 8:41,121.516,31.263,16,5,8
590856,10209,5803,2016/8/10 18:57,121.528,31.287,2016/8/10 19:51,121.451,31.293,54,3,18
47297,117422,4208,2016/8/1 6:25,121.522,31.283,2016/8/1 6:36,121.518,31.275,11,1,6
599139,179391,827,2016/8/16 8:55,121.527,31.282,2016/8/16 9:00,121.532,31.284,5,2,8
1191907,178581,9199,2016/8/23 17:40,121.533,31.287,2016/8/23 17:50,121.544,31.292,10,2,17
1748900,335924,8542,2016/8/26 17:55,121.529,31.286,2016/8/26 18:24,121.533,31.303,29,5,17
210118,184737,9121,2016/8/18 8:59,121.518,31.274,2016/8/18 9:06,121.522,31.28,7,4,8
105087,188523,8464,2016/8/11 6:52,121.529,31.279,2016/8/11 7:01,121.518,31.275,9,4,6
1400360,152219,8273,2016/8/14 19:35,121.532,31.286,2016/8/14 19:59,121.525,31.317,24,7,19
1579249,305315,95,2016/8/26 13:17,121.531,31.276,2016/8/26 13:23,121.528,31.279,6,5,13
