orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
1796188,210920,4156,2016/8/24 22:52,121.483,31.278,2016/8/24 23:02,121.473,31.273,10,3,22
1623489,151285,17526,2016/8/27 21:52,121.478,31.289,2016/8/27 22:14,121.476,31.292,22,6,21
413390,185260,3411,2016/8/31 8:08,121.49,31.277,2016/8/31 8:27,121.487,31.253,19,3,8
183349,45884,3550,2016/8/18 8:46,121.49,31.277,2016/8/18 8:59,121.498,31.292,13,4,8
1195514,111575,2913,2016/8/30 14:30,121.49,31.286,2016/8/30 14:35,121.493,31.292,5,2,14
1229738,142464,9504,2016/8/12 17:11,121.491,31.288,2016/8/12 17:28,121.484,31.306,17,5,17
949622,105824,3544,2016/8/25 19:09,121.479,31.288,2016/8/25 19:27,121.496,31.283,18,4,19
962596,257604,5073,2016/8/22 17:35,121.489,31.291,2016/8/22 17:47,121.49,31.277,12,1,17
1099976,45766,9602,2016/8/17 13:28,121.498,31.294,2016/8/17 13:32,121.491,31.292,4,3,13
413663,143650,1971,2016/8/31 8:09,121.482,31.282,2016/8/31 8:21,121.491,31.285,12,3,8
1329027,152427,5543,2016/8/12 19:10,121.478,31.286,2016/8/12 19:21,121.471,31.302,11,5,19
594267,239483,2691,2016/8/18 17:53,121.49,31.294,2016/8/18 19:10,121.412,31.21,77,4,17
1714454,18206,15348,2016/8/24 16:04,121.485,31.278,2016/8/24 16:10,121.492,31.282,6,3,16
116978,167222,11202,2016/8/14 2:04,121.491,31.292,2016/8/14 2:45,121.49,31.295,41,7,2
56790,159341,4051,2016/8/7 0:38,121.477,31.288,2016/8/7 0:43,121.483,31.286,5,7,0
815760,163708,13346,2016/8/25 17:57,121.49,31.28,2016/8/25 18:05,121.483,31.282,8,4,17
77195,119838,4489,2016/8/11 6:05,121.477,31.288,2016/8/11 6:08,121.482,31.29,3,4,6
11250,331117,4260,2016/8/27 1:19,121.476,31.283,2016/8/27 1:57,121.428,31.276,38,6,1
54497,304363,14532,2016/8/23 12:10,121.488,31.293,2016/8/23 12:18,121.482,31.29,8,2,12
1348629,232129,11276,2016/8/15 21:08,121.481,31.281,2016/8/15 22:10,121.478,31.282,62,1,21
821494,203361,2766,2016/8/15 15:07,121.483,31.29,2016/8/15 15:13,121.476,31.286,6,1,15
126384,145644,10851,2016/8/10 7:54,121.493,31.282,2016/8/10 7:58,121.49,31.276,4,3,7
317083,103189,11278,2016/8/10 12:51,121.491,31.279,2016/8/10 13:04,121.488,31.294,13,3,12
467624,110605,3454,2016/8/10 17:37,121.489,31.293,2016/8/10 17:46,121.482,31.297,9,3,17
1571561,99512,6872,2016/8/14 21:46,121.49,31.28,2016/8/14 22:14,121.467,31.295,28,7,21
