orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
748550,136503,7423,2016/8/3 22:08,121.483,31.237,2016/8/3 22:26,121.484,31.234,18,3,22
470377,192505,13704,2016/8/18 16:05,121.479,31.233,2016/8/18 16:18,121.483,31.221,13,4,16
878445,273874,9571,2016/8/20 21:09,121.491,31.229,2016/8/20 21:19,121.48,31.224,10,6,21
1367571,5700,10173,2016/8/12 20:10,121.484,31.239,2016/8/12 20:21,121.493,31.23,11,5,20
814770,104055,184,2016/8/9 18:53,121.485,31.239,2016/8/9 19:25,121.487,31.253,32,2,18
722830,123774,8438,2016/8/3 21:06,121.49,31.23,2016/8/3 22:31,121.481,31.221,85,3,21
1403715,235953,453,2016/8/16 18:48,121.482,31.236,2016/8/16 19:10,121.487,31.25,22,2,18
374612,96103,12352,2016/8/18 13:27,121.483,31.237,2016/8/18 13:35,121.475,31.233,8,4,13
942670,72432,4528,2016/8/8 17:17,121.477,31.236,2016/8/8 17:30,121.482,31.244,13,1,17
568392,206474,6686,2016/8/14 11:06,121.487,31.228,2016/8/14 11:33,121.494,31.222,27,7,11
1146655,74267,10947,2016/8/16 16:01,121.484,31.248,2016/8/16 16:06,121.482,31.243,5,2,16
1013595,354182,7052,2016/8/30 12:15,121.487,31.241,2016/8/30 12:26,121.473,31.243,11,2,12
229510,140764,3859,2016/8/16 7:42,121.483,31.232,2016/8/16 7:51,121.488,31.233,9,2,7
1475231,106331,16854,2016/8/24 11:24,121.491,31.248,2016/8/24 11:29,121.482,31.245,5,3,11
1268984,210205,4351,2016/8/22 15:00,121.485,31.252,2016/8/22 15:18,121.464,31.267,18,1,15
1447401,62943,9450,2016/8/8 21:37,121.477,31.252,2016/8/8 21:52,121.475,31.277,15,1,21
832229,173376,11721,2016/8/11 17:17,121.496,31.247,2016/8/11 17:44,121.489,31.256,27,4,17
1698068,21464,3335,2016/8/28 22:12,121.475,31.241,2016/8/28 22:31,121.487,31.26,19,7,22
142379,44506,1219,2016/8/18 8:20,121.478,31.238,2016/8/18 8:24,121.479,31.236,4,4,8
776231,6709,6659,2016/8/8 14:48,121.481,31.25,2016/8/8 15:04,121.455,31.245,16,1,14
1201638,38134,1457,2016/8/22 12:15,121.482,31.235,2016/8/22 12:36,121.476,31.258,21,1,12
1615831,334253,10002,2016/8/31 18:40,121.479,31.234,2016/8/31 19:05,121.476,31.258,25,3,18
1370896,33424,3299,2016/8/15 21:38,121.498,31.236,2016/8/15 22:00,121.522,31.227,22,1,21
1050173,207864,5359,2016/8/13 15:35,121.473,31.236,2016/8/13 16:12,121.522,31.256,37,6,15
1389978,142067,5004,2016/8/31 17:06,121.482,31.243,2016/8/31 17:32,121.485,31.249,26,3,17
625135,226960,11038,2016/8/15 11:39,121.498,31.237,2016/8/15 12:03,121.505,31.234,24,1,11
1438795,157868,11323,2016/8/24 7:53,121.482,31.245,2016/8/24 8:38,121.481,31.244,45,3,7
1648853,125012,2298,2016/8/6 21:35,121.483,31.236,2016/8/6 22:12,121.425,31.215,37,6,21
91476,76734,4272,2016/8/20 7:19,121.492,31.25,2016/8/20 7:22,121.494,31.249,3,6,7
996186,198187,8913,2016/8/15 17:34,121.484,31.237,2016/8/15 17:41,121.488,31.24,7,1,17
926390,133151,3946,2016/8/9 20:09,121.475,31.24,2016/8/9 20:50,121.502,31.221,41,2,20
1529472,54334,8655,2016/8/6 13:27,121.487,31.233,2016/8/6 13:31,121.483,31.232,4,6,13
1009557,256407,16238,2016/8/25 19:55,121.49,31.231,2016/8/25 20:08,121.489,31.246,13,4,19
1203290,220524,1532,2016/8/19 18:05,121.487,31.251,2016/8/19 18:29,121.483,31.237,24,5,18
771041,137115,8210,2016/8/25 17:32,121.49,31.251,2016/8/25 17:47,121.503,31.263,15,4,17
