orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
76435,347335,8135,2016/8/30 12:49,121.467,31.32,2016/8/30 13:03,121.447,31.318,14,2,12
756077,57412,12628,2016/8/27 13:16,121.459,31.333,2016/8/27 13:21,121.453,31.334,5,6,13
294511,104126,2821,2016/8/8 8:36,121.476,31.337,2016/8/8 8:50,121.484,31.323,14,1,8
1662461,379534,787,2016/8/30 20:10,121.474,31.32,2016/8/30 20:21,121.468,31.327,11,2,20
309213,64179,927,2016/8/15 8:09,121.469,31.324,2016/8/15 8:17,121.483,31.32,8,1,8
60051,214676,598,2016/8/18 7:26,121.466,31.332,2016/8/18 7:42,121.483,31.32,16,4,7
856636,44691,12619,2016/8/17 9:55,121.467,31.33,2016/8/17 9:59,121.468,31.324,4,3,9
12271,271145,12876,2016/8/29 5:45,121.459,31.333,2016/8/29 5:50,121.456,31.34,5,1,5
1106156,192890,4540,2016/8/13 16:08,121.472,31.318,2016/8/13 16:16,121.483,31.32,8,6,16
1321742,165660,6647,2016/8/12 19:04,121.459,31.321,2016/8/12 19:16,121.447,31.325,12,5,19
301630,278493,7124,2016/8/21 19:22,121.465,31.34,2016/8/21 19:45,121.448,31.325,23,7,19
318019,193003,14416,2016/8/26 6:03,121.461,31.327,2016/8/26 6:13,121.459,31.313,10,5,6
1602364,57677,885,2016/8/6 18:40,121.473,31.338,2016/8/6 18:45,121.479,31.339,5,6,18
237486,26157,5773,2016/8/18 9:27,121.467,31.319,2016/8/18 9:31,121.475,31.32,4,4,9
595824,182792,12293,2016/8/13 10:22,121.459,31.33,2016/8/13 10:35,121.452,31.347,13,6,10
672235,83194,10248,2016/8/18 18:36,121.48,31.32,2016/8/18 18:46,121.467,31.319,10,4,18
133862,239761,3674,2016/8/17 4:51,121.457,31.322,2016/8/17 4:55,121.459,31.318,4,3,4
912768,148101,2115,2016/8/5 20:22,121.474,31.334,2016/8/5 20:43,121.475,31.339,21,5,20
1798330,186328,7685,2016/8/26 21:18,121.476,31.321,2016/8/26 21:25,121.474,31.332,7,5,21
735575,133196,3862,2016/8/3 21:30,121.471,31.32,2016/8/3 21:37,121.474,31.315,7,3,21
57822,181240,3688,2016/8/10 1:54,121.475,31.317,2016/8/10 2:16,121.485,31.302,22,3,1
527773,315038,9229,2016/8/30 8:29,121.459,31.328,2016/8/30 8:42,121.442,31.33,13,2,8
