orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
408144,286826,16130,2016/8/29 12:04,121.543,31.215,2016/8/29 12:11,121.53,31.214,7,1,12
687418,256367,12500,2016/8/19 10:05,121.552,31.224,2016/8/19 10:18,121.55,31.225,13,5,10
271384,336191,12507,2016/8/29 9:28,121.536,31.212,2016/8/29 9:42,121.521,31.208,14,1,9
451672,188090,16502,2016/8/25 19:49,121.538,31.205,2016/8/25 19:58,121.55,31.208,9,4,19
195618,126083,5834,2016/8/2 12:42,121.562,31.213,2016/8/2 12:46,121.574,31.215,4,2,12
639987,59334,10900,2016/8/29 15:38,121.549,31.226,2016/8/29 15:50,121.562,31.229,12,1,15
184014,125276,6953,2016/8/1 8:26,121.537,31.205,2016/8/1 8:43,121.533,31.217,17,1,8
1649610,145432,5130,2016/8/27 22:41,121.55,31.192,2016/8/27 22:57,121.551,31.17,16,6,22
1756716,314446,8683,2016/8/24 18:48,121.566,31.223,2016/8/24 19:33,121.562,31.229,45,3,18
689882,234594,12659,2016/8/16 9:25,121.545,31.217,2016/8/16 9:30,121.54,31.212,5,2,9
1242690,243401,3218,2016/8/17 16:34,121.572,31.221,2016/8/17 16:50,121.562,31.212,16,3,16
1470579,16253,9200,2016/8/22 19:52,121.568,31.197,2016/8/22 20:04,121.55,31.193,12,1,19
1063629,202297,7015,2016/8/27 15:42,121.556,31.202,2016/8/27 17:01,121.534,31.231,79,6,15
717644,122096,752,2016/8/27 12:58,121.558,31.204,2016/8/27 13:14,121.561,31.205,16,6,12
689154,155161,11615,2016/8/20 18:23,121.56,31.204,2016/8/20 18:35,121.544,31.208,12,6,18
746244,164649,1303,2016/8/21 19:22,121.558,31.226,2016/8/21 20:08,121.6,31.204,46,7,19
939677,73010,9212,2016/8/26 8:16,121.556,31.202,2016/8/26 8:31,121.563,31.21,15,5,8
1373734,189497,7242,2016/8/23 21:03,121.536,31.201,2016/8/23 21:23,121.565,31.226,20,2,21
1572218,138406,16409,2016/8/27 21:02,121.542,31.215,2016/8/27 21:42,121.528,31.194,40,6,21
286783,6828,5130,2016/8/25 8:52,121.53,31.206,2016/8/25 9:08,121.512,31.212,16,4,8
1767697,113026,12203,2016/8/26 18:56,121.545,31.21,2016/8/26 19:27,121.524,31.233,31,5,18
577878,26715,7449,2016/8/7 21:51,121.56,31.225,2016/8/7 22:03,121.561,31.237,12,7,21
516192,270478,11231,2016/8/20 16:07,121.568,31.197,2016/8/20 16:14,121.557,31.201,7,6,16
1226763,164585,7460,2016/8/17 16:01,121.544,31.222,2016/8/17 16:26,121.551,31.238,25,3,16
1490804,35015,756,2016/8/19 21:06,121.549,31.226,2016/8/19 21:14,121.558,31.227,8,5,21
1128074,79788,12796,2016/8/15 18:26,121.55,31.21,2016/8/15 18:34,121.548,31.204,8,1,18
981038,66575,16363,2016/8/26 0:24,121.558,31.202,2016/8/26 0:32,121.567,31.204,8,5,0
1498589,182790,4449,2016/8/17 19:09,121.553,31.231,2016/8/17 19:13,121.549,31.228,4,3,19
1806140,340081,16562,2016/8/26 23:04,121.557,31.21,2016/8/26 23:22,121.553,31.206,18,5,23
310477,254277,11373,2016/8/20 12:04,121.55,31.21,2016/8/20 12:08,121.555,31.209,4,6,12
