orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
441362,331921,11705,2016/8/31 8:16,121.529,31.324,2016/8/31 8:19,121.532,31.323,3,3,8
466460,240822,12012,2016/8/21 22:13,121.533,31.318,2016/8/21 22:42,121.502,31.309,29,7,22
215492,55494,5215,2016/8/17 6:52,121.526,31.331,2016/8/17 6:55,121.527,31.328,3,3,6
1802844,321203,12774,2016/8/26 22:05,121.532,31.316,2016/8/26 22:13,121.541,31.318,8,5,22
1549254,101366,135,2016/8/14 21:14,121.536,31.333,2016/8/14 21:29,121.538,31.323,15,7,21
524099,279775,4931,2016/8/31 8:37,121.538,31.32,2016/8/31 8:50,121.526,31.316,13,3,8
1264694,310877,13787,2016/8/28 16:15,121.531,31.324,2016/8/28 16:19,121.532,31.317,4,7,16
914890,122026,6806,2016/8/23 12:10,121.533,31.33,2016/8/23 12:17,121.534,31.331,7,2,12
424014,60115,2307,2016/8/25 11:14,121.531,31.319,2016/8/25 11:20,121.54,31.318,6,4,11
1476360,31752,9037,2016/8/6 8:45,121.541,31.318,2016/8/6 8:54,121.532,31.323,9,6,8
1388858,167352,10917,2016/8/23 21:24,121.541,31.328,2016/8/23 21:38,121.539,31.314,14,2,21
633651,38130,3255,2016/8/2 21:18,121.538,31.324,2016/8/2 21:23,121.532,31.323,5,2,21
1375739,148294,5413,2016/8/12 20:35,121.519,31.328,2016/8/12 20:52,121.518,31.317,17,5,20
677489,234624,8672,2016/8/17 8:47,121.531,31.321,2016/8/17 8:54,121.523,31.322,7,3,8
544918,243785,7523,2016/8/17 8:22,121.537,31.331,2016/8/17 8:35,121.528,31.318,13,3,8
1297012,110630,5344,2016/8/23 19:17,121.522,31.324,2016/8/23 19:29,121.508,31.312,12,2,19
1267896,145485,8824,2016/8/12 18:00,121.532,31.322,2016/8/12 18:07,121.536,31.318,7,5,18
190919,33821,3575,2016/8/9 8:54,121.526,31.319,2016/8/9 8:58,121.532,31.318,4,2,8
1175514,213753,16480,2016/8/27 16:43,121.533,31.318,2016/8/27 17:16,121.532,31.298,33,6,16
1529316,4047,2160,2016/8/6 13:21,121.53,31.318,2016/8/6 13:33,121.522,31.309,12,6,13
1767456,327109,9405,2016/8/26 18:54,121.532,31.319,2016/8/26 19:02,121.53,31.328,8,5,18
29259,161281,2818,2016/8/9 7:22,121.538,31.319,2016/8/9 7:29,121.532,31.322,7,2,7
982130,75399,4999,2016/8/12 7:29,121.536,31.314,2016/8/12 7:40,121.545,31.312,11,5,7
977144,39324,5846,2016/8/5 21:08,121.513,31.332,2016/8/5 21:15,121.516,31.336,7,5,21
647958,170708,4088,2016/8/22 8:13,121.526,31.32,2016/8/22 8:19,121.525,31.327,6,1,8
6830,79252,4949,2016/8/29 1:21,121.52,31.317,2016/8/29 1:24,121.525,31.314,3,1,1
1221868,148341,1258,2016/8/12 16:54,121.532,31.313,2016/8/12 17:09,121.538,31.317,15,5,16
869925,194624,8858,2016/8/23 11:36,121.53,31.318,2016/8/23 11:49,121.541,31.324,13,2,11
719042,270034,10579,2016/8/25 16:53,121.531,31.312,2016/8/25 17:02,121.54,31.307,9,4,16
1444787,156049,3970,2016/8/16 19:10,121.525,31.316,2016/8/16 19:39,121.515,31.301,29,2,19
132940,85368,2430,2016/8/20 8:20,121.538,31.319,2016/8/20 8:27,121.54,31.307,7,6,8
1515462,75717,5613,2016/8/31 17:58,121.521,31.315,2016/8/31 18:03,121.518,31.309,5,3,17
574729,110050,6609,2016/8/9 16:34,121.531,31.315,2016/8/9 16:47,121.521,31.321,13,2,16
177142,36821,11590,2016/8/23 6:57,121.536,31.317,2016/8/23 7:03,121.531,31.315,6,2,6
1452056,118693,2310,2016/8/6 1:10,121.528,31.331,2016/8/6 1:19,121.538,31.326,9,6,1
1644183,86545,1659,2016/8/6 21:07,121.532,31.313,2016/8/6 21:17,121.526,31.32,10,6,21
18908,226163,7540,2016/8/18 4:53,121.534,31.328,2016/8/18 5:01,121.53,31.324,8,4,4
1151695,38412,9056,2016/8/12 13:03,121.531,31.314,2016/8/12 13:18,121.522,31.312,15,5,13
76754,283168,3821,2016/8/30 5:41,121.541,31.318,2016/8/30 5:53,121.532,31.315,12,2,5
1211446,273938,259,2016/8/27 16:58,121.534,31.328,2016/8/27 17:08,121.531,31.323,10,6,16
1365588,33663,1215,2016/8/17 17:55,121.532,31.323,2016/8/17 18:03,121.531,31.33,8,3,17
261696,71542,7257,2016/8/7 14:48,121.537,31.314,2016/8/7 14:52,121.539,31.311,4,7,14
15868,115788,1521,2016/8/23 8:50,121.523,31.322,2016/8/23 8:58,121.53,31.324,8,2,8
150213,87626,662,2016/8/25 7:42,121.531,31.315,2016/8/25 7:50,121.522,31.322,8,4,7
1674222,256890,10435,2016/8/30 20:43,121.529,31.335,2016/8/30 21:08,121.519,31.307,25,2,20
1658630,115139,6377,2016/8/30 20:04,121.526,31.324,2016/8/30 20:25,121.507,31.329,21,2,20
1358609,196110,5178,2016/8/23 20:41,121.522,31.317,2016/8/23 20:49,121.531,31.315,8,2,20
819638,209123,5565,2016/8/13 12:49,121.541,31.324,2016/8/13 12:57,121.531,31.323,8,6,12
558622,154589,9659,2016/8/16 8:52,121.535,31.318,2016/8/16 8:55,121.538,31.319,3,2,8
844219,126860,10839,2016/8/15 15:43,121.529,31.318,2016/8/15 16:01,121.541,31.321,18,1,15
1265789,65867,5117,2016/8/16 17:39,121.525,31.318,2016/8/16 17:42,121.522,31.32,3,2,17
742749,112928,1753,2016/8/29 17:08,121.546,31.326,2016/8/29 17:17,121.532,31.323,9,1,17
553906,140968,4248,2016/8/4 10:14,121.534,31.324,2016/8/4 10:21,121.526,31.325,7,4,10
1401684,113123,4793,2016/8/15 23:30,121.53,31.328,2016/8/15 23:50,121.489,31.325,20,1,23
747833,293885,9037,2016/8/26 7:51,121.54,31.324,2016/8/26 7:59,121.531,31.322,8,5,7
1413528,175369,1664,2016/8/22 18:37,121.54,31.318,2016/8/22 18:50,121.538,31.326,13,1,18
281747,88412,9983,2016/8/15 7:57,121.527,31.336,2016/8/15 8:12,121.507,31.329,15,1,7
924534,72511,11630,2016/8/29 19:25,121.532,31.321,2016/8/29 19:29,121.539,31.324,4,1,19
318128,49265,975,2016/8/26 6:10,121.541,31.318,2016/8/26 6:19,121.544,31.329,9,5,6
1021933,166945,7397,2016/8/22 18:15,121.538,31.316,2016/8/22 18:25,121.54,31.328,10,1,18
1363253,204902,11971,2016/8/15 21:23,121.531,31.328,2016/8/15 22:25,121.509,31.277,62,1,21
64803,54947,9416,2016/8/20 5:53,121.537,31.321,2016/8/20 5:55,121.538,31.326,2,6,5
396171,180212,11495,2016/8/23 8:14,121.522,31.32,2016/8/23 8:26,121.534,31.331,12,2,8
1636767,248012,769,2016/8/30 19:30,121.521,31.338,2016/8/30 19:43,121.527,31.329,13,2,19
1719085,42014,12952,2016/8/31 20:59,121.516,31.332,2016/8/31 21:08,121.523,31.331,9,3,20
922937,44359,11458,2016/8/20 21:59,121.532,31.314,2016/8/20 22:10,121.541,31.321,11,6,21
811691,81100,719,2016/8/5 19:12,121.538,31.316,2016/8/5 19:21,121.536,31.304,9,5,19
1492606,99729,7013,2016/8/16 19:48,121.522,31.315,2016/8/16 20:03,121.541,31.311,15,2,19
911760,58347,10917,2016/8/20 21:45,121.534,31.328,2016/8/20 21:59,121.523,31.315,14,6,21
724385,181539,8631,2016/8/22 8:28,121.532,31.323,2016/8/22 8:48,121.542,31.332,20,1,8
1158907,254795,3529,2016/8/23 17:07,121.538,31.315,2016/8/23 17:34,121.535,31.314,27,2,17
1484503,83233,3954,2016/8/30 17:42,121.535,31.328,2016/8/30 17:48,121.533,31.327,6,2,17
1453110,121063,1280,2016/8/22 19:32,121.538,31.319,2016/8/22 19:38,121.532,31.323,6,1,19
851203,12818,13724,2016/8/18 20:57,121.536,31.321,2016/8/18 21:02,121.537,31.328,5,4,20
1376013,241384,7395,2016/8/22 18:03,121.546,31.328,2016/8/22 18:25,121.538,31.33,22,1,18
214830,257188,13882,2016/8/20 10:00,121.52,31.32,2016/8/20 10:06,121.531,31.322,6,6,10
1254373,193779,9947,2016/8/13 17:47,121.541,31.318,2016/8/13 18:13,121.531,31.315,26,6,17
1232605,42514,5309,2016/8/19 18:19,121.529,31.324,2016/8/19 18:25,121.53,31.318,6,5,18
69370,266091,3244,2016/8/21 5:23,121.536,31.331,2016/8/21 5:31,121.531,31.328,8,7,5
908287,117279,125,2016/8/1 19:11,121.521,31.315,2016/8/1 19:19,121.524,31.322,8,1,19
1268289,174783,3248,2016/8/12 18:04,121.523,31.322,2016/8/12 19:00,121.44,31.319,56,5,18
473875,226046,3732,2016/8/15 9:07,121.524,31.328,2016/8/15 9:16,121.517,31.335,9,1,9
1535057,246250,8840,2016/8/17 19:42,121.538,31.315,2016/8/17 19:48,121.537,31.306,6,3,19
3043,233878,2548,2016/8/28 6:12,121.529,31.318,2016/8/28 6:20,121.52,31.312,8,7,6
32800,346521,3876,2016/8/31 0:04,121.522,31.322,2016/8/31 0:51,121.527,31.321,47,3,0
758399,250241,3472,2016/8/25 17:25,121.537,31.33,2016/8/25 17:51,121.544,31.297,26,4,17
1332851,181665,11249,2016/8/15 20:37,121.531,31.322,2016/8/15 20:47,121.537,31.33,10,1,20
1534413,161116,6533,2016/8/17 19:34,121.531,31.323,2016/8/17 19:42,121.536,31.328,8,3,19
1512328,131618,9279,2016/8/22 21:19,121.531,31.314,2016/8/22 21:46,121.523,31.328,27,1,21
516319,276294,9074,2016/8/20 16:08,121.532,31.317,2016/8/20 16:17,121.538,31.31,9,6,16
759931,188167,4838,2016/8/10 22:35,121.541,31.318,2016/8/10 22:38,121.542,31.319,3,3,22
1172329,31505,6247,2016/8/11 20:15,121.531,31.323,2016/8/11 20:23,121.534,31.331,8,4,20
326051,329944,3747,2016/8/29 10:30,121.523,31.317,2016/8/29 10:37,121.526,31.309,7,1,10
1473343,233602,11152,2016/8/27 19:52,121.528,31.329,2016/8/27 20:16,121.54,31.328,24,6,19
1471503,52356,2500,2016/8/13 19:49,121.521,31.316,2016/8/13 20:42,121.523,31.317,53,6,19
1702246,205996,5999,2016/8/30 22:53,121.522,31.316,2016/8/30 23:01,121.538,31.317,8,2,22
286989,293262,2187,2016/8/25 8:54,121.531,31.315,2016/8/25 9:16,121.512,31.302,22,4,8
