orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
1241602,268603,3836,2016/8/27 17:23,121.45,31.364,2016/8/27 17:54,121.428,31.382,31,6,17
1041819,185792,2666,2016/8/19 16:48,121.451,31.423,2016/8/19 17:00,121.46,31.407,12,5,16
1149094,150575,12132,2016/8/23 16:51,121.445,31.379,2016/8/23 17:08,121.45,31.372,17,2,16
1029467,7744,9590,2016/8/31 12:45,121.434,31.365,2016/8/31 12:49,121.431,31.369,4,3,12
1224270,376208,5865,2016/8/30 14:54,121.43,31.368,2016/8/30 15:04,121.413,31.359,10,2,14
1289824,172539,12636,2016/8/23 19:13,121.428,31.38,2016/8/23 19:25,121.442,31.384,12,2,19
830489,28141,6554,2016/8/14 13:56,121.442,31.382,2016/8/14 14:23,121.435,31.384,27,7,13
587732,339571,6432,2016/8/27 11:54,121.433,31.378,2016/8/27 12:20,121.43,31.369,26,6,11
111929,49014,6912,2016/8/7 8:58,121.43,31.367,2016/8/7 9:03,121.425,31.365,5,7,8
638258,207537,512,2016/8/20 17:41,121.445,31.362,2016/8/20 17:51,121.433,31.365,10,6,17
1467002,47739,5340,2016/8/19 20:44,121.428,31.403,2016/8/19 22:06,121.511,31.304,82,5,20
1416995,235154,745,2016/8/16 18:51,121.43,31.37,2016/8/16 19:26,121.373,31.356,35,2,18
631733,171133,5140,2016/8/10 19:33,121.431,31.361,2016/8/10 19:42,121.415,31.355,9,3,19
891764,26269,6069,2016/8/28 13:05,121.443,31.362,2016/8/28 13:09,121.442,31.365,4,7,13
681828,222085,11946,2016/8/21 18:31,121.443,31.369,2016/8/21 18:43,121.434,31.365,12,7,18
1390486,81459,1902,2016/8/12 20:52,121.437,31.407,2016/8/12 21:23,121.431,31.405,31,5,20
111423,49014,6912,2016/8/7 8:39,121.428,31.366,2016/8/7 8:42,121.431,31.367,3,7,8
204410,178508,732,2016/8/23 7:11,121.43,31.373,2016/8/23 7:15,121.431,31.369,4,2,7
967794,371165,4576,2016/8/29 19:46,121.429,31.417,2016/8/29 20:41,121.432,31.419,55,1,19
1597748,205504,6033,2016/8/13 22:08,121.449,31.392,2016/8/13 22:18,121.433,31.396,10,6,22
1349289,262403,877,2016/8/27 18:37,121.431,31.41,2016/8/27 18:48,121.427,31.412,11,6,18
763230,250506,1193,2016/8/22 16:39,121.434,31.365,2016/8/22 17:04,121.396,31.36,25,1,16
150477,288207,6691,2016/8/25 7:45,121.434,31.413,2016/8/25 7:54,121.436,31.414,9,4,7
1085056,382365,5674,2016/8/31 13:22,121.426,31.405,2016/8/31 13:32,121.423,31.416,10,3,13
1577475,360561,4754,2016/8/28 18:53,121.429,31.387,2016/8/28 19:19,121.441,31.368,26,7,18
905759,217090,1734,2016/8/21 22:16,121.434,31.377,2016/8/21 22:43,121.458,31.358,27,7,22
1250015,77033,7205,2016/8/16 17:26,121.432,31.369,2016/8/16 17:52,121.435,31.367,26,2,17
1190133,241989,5794,2016/8/17 15:30,121.434,31.413,2016/8/17 15:37,121.439,31.407,7,3,15
851565,214114,1107,2016/8/18 21:03,121.427,31.392,2016/8/18 21:47,121.429,31.388,44,4,21
960980,245289,1902,2016/8/24 8:12,121.447,31.391,2016/8/24 8:19,121.454,31.394,7,3,8
191652,238663,5773,2016/8/25 8:08,121.433,31.362,2016/8/25 8:14,121.431,31.368,6,4,8
1438020,259324,13103,2016/8/24 7:29,121.442,31.362,2016/8/24 7:36,121.434,31.356,7,3,7
559549,240383,2835,2016/8/29 14:27,121.432,31.368,2016/8/29 14:46,121.417,31.355,19,1,14
257514,365475,1296,2016/8/29 9:14,121.424,31.391,2016/8/29 9:40,121.411,31.404,26,1,9
835111,235473,9455,2016/8/29 18:43,121.432,31.368,2016/8/29 18:52,121.44,31.372,9,1,18
906142,145754,11047,2016/8/31 11:25,121.445,31.378,2016/8/31 11:31,121.449,31.37,6,3,11
719701,267335,11553,2016/8/25 17:01,121.428,31.381,2016/8/25 17:08,121.436,31.387,7,4,17
537522,287613,7705,2016/8/26 7:15,121.431,31.406,2016/8/26 7:19,121.439,31.407,4,5,7
687003,218265,2781,2016/8/14 12:38,121.439,31.367,2016/8/14 12:50,121.432,31.368,12,7,12
138454,107562,2771,2016/8/7 9:44,121.44,31.378,2016/8/7 9:56,121.431,31.369,12,7,9
175924,43601,9929,2016/8/27 8:09,121.443,31.363,2016/8/27 8:17,121.434,31.356,8,6,8
1173429,112895,6017,2016/8/17 15:04,121.452,31.406,2016/8/17 15:08,121.46,31.407,4,3,15
251479,247349,7205,2016/8/18 9:48,121.443,31.364,2016/8/18 10:03,121.43,31.371,15,4,9
252807,83584,5052,2016/8/8 8:13,121.435,31.363,2016/8/8 8:18,121.434,31.356,5,1,8
968878,284820,5567,2016/8/27 14:58,121.455,31.383,2016/8/27 15:15,121.434,31.396,17,6,14
1343555,348881,14904,2016/8/31 16:37,121.439,31.36,2016/8/31 16:52,121.427,31.349,15,3,16
813717,333323,7208,2016/8/27 13:49,121.433,31.411,2016/8/27 14:06,121.425,31.392,17,6,13
269855,179400,7290,2016/8/16 7:44,121.436,31.388,2016/8/16 7:52,121.428,31.381,8,2,7
1224724,5018,13222,2016/8/30 23:01,121.432,31.365,2016/8/30 23:09,121.438,31.36,8,2,23
298994,60750,12189,2016/8/28 9:36,121.446,31.363,2016/8/28 9:42,121.45,31.364,6,7,9
231174,293023,10483,2016/8/28 9:19,121.439,31.376,2016/8/28 9:32,121.458,31.377,13,7,9
616767,276449,6863,2016/8/25 14:56,121.427,31.405,2016/8/25 15:02,121.425,31.411,6,4,14
76037,179400,4064,2016/8/30 3:25,121.439,31.375,2016/8/30 3:34,121.437,31.388,9,2,3
1444835,149730,11992,2016/8/16 19:10,121.42,31.393,2016/8/16 19:32,121.411,31.418,22,2,19
158191,102310,5655,2016/8/19 2:13,121.436,31.397,2016/8/19 4:13,121.421,31.274,120,5,2
1288594,72599,4814,2016/8/17 17:09,121.43,31.416,2016/8/17 17:25,121.424,31.392,16,3,17
1696281,315449,6675,2016/8/24 15:09,121.438,31.407,2016/8/24 15:15,121.433,31.411,6,3,15
1456253,123623,5481,2016/8/16 19:17,121.443,31.382,2016/8/16 20:08,121.494,31.412,51,2,19
1010694,379997,3089,2016/8/31 12:35,121.45,31.364,2016/8/31 12:38,121.447,31.363,3,3,12
1704663,323958,345,2016/8/30 23:12,121.428,31.381,2016/8/30 23:22,121.436,31.39,10,2,23
614984,343583,1433,2016/8/27 11:58,121.434,31.363,2016/8/27 12:23,121.439,31.362,25,6,11
1498921,107119,3941,2016/8/17 19:12,121.444,31.366,2016/8/17 19:25,121.433,31.373,13,3,19
802510,308014,13084,2016/8/29 17:35,121.431,31.369,2016/8/29 17:45,121.44,31.372,10,1,17
94513,21857,10483,2016/8/28 8:22,121.431,31.361,2016/8/28 8:40,121.439,31.376,18,7,8
1598494,141829,4588,2016/8/13 22:22,121.448,31.363,2016/8/13 22:36,121.431,31.361,14,6,22
1150219,11979,10026,2016/8/25 23:24,121.443,31.369,2016/8/25 23:32,121.445,31.362,8,4,23
60724,244572,7516,2016/8/18 7:34,121.431,31.368,2016/8/18 7:44,121.438,31.374,10,4,7
1510085,149730,10883,2016/8/17 19:13,121.42,31.392,2016/8/17 19:35,121.411,31.418,22,3,19
1701831,321861,7688,2016/8/26 15:35,121.461,31.363,2016/8/26 16:04,121.466,31.332,29,5,15
953203,132744,9959,2016/8/13 14:17,121.411,31.428,2016/8/13 14:20,121.413,31.425,3,6,14
1512307,178966,3966,2016/8/22 21:19,121.423,31.416,2016/8/22 21:48,121.426,31.417,29,1,21
1719200,379997,6712,2016/8/31 21:00,121.429,31.365,2016/8/31 21:16,121.449,31.363,16,3,21
1402524,219183,6550,2016/8/28 17:23,121.428,31.381,2016/8/28 18:05,121.433,31.35,42,7,17
224904,122743,1902,2016/8/1 8:44,121.447,31.391,2016/8/1 8:51,121.456,31.393,7,1,8
1653306,287613,12132,2016/8/28 19:48,121.439,31.407,2016/8/28 20:19,121.431,31.406,31,7,19
1087484,209799,6131,2016/8/14 16:47,121.443,31.362,2016/8/14 18:45,121.347,31.266,118,7,16
1675177,315189,6863,2016/8/24 14:27,121.427,31.421,2016/8/24 14:34,121.434,31.413,7,3,14
976376,75302,6353,2016/8/5 20:49,121.439,31.407,2016/8/5 20:55,121.436,31.406,6,5,20
805426,298892,5773,2016/8/25 17:51,121.437,31.383,2016/8/25 18:31,121.502,31.394,40,4,17
1058180,9854,6912,2016/8/12 8:56,121.439,31.361,2016/8/12 9:02,121.434,31.356,6,5,8
1397081,87253,5567,2016/8/23 21:48,121.436,31.41,2016/8/23 21:59,121.434,31.406,11,2,21
847570,338326,2138,2016/8/28 12:48,121.431,31.405,2016/8/28 13:07,121.439,31.407,19,7,12
892177,176528,11047,2016/8/28 13:09,121.434,31.371,2016/8/28 13:33,121.445,31.366,24,7,13
1060660,4654,5378,2016/8/19 17:01,121.449,31.405,2016/8/19 17:09,121.46,31.407,8,5,17
1374367,384178,12814,2016/8/31 16:57,121.432,31.361,2016/8/31 17:04,121.433,31.353,7,3,16
1193506,142944,4843,2016/8/12 15:25,121.432,31.361,2016/8/12 15:39,121.428,31.346,14,5,15
276772,96605,7124,2016/8/31 7:41,121.438,31.38,2016/8/31 7:52,121.428,31.381,11,3,7
1532333,238289,2926,2016/8/28 18:31,121.425,31.416,2016/8/28 19:19,121.403,31.389,48,7,18
1270038,132842,555,2016/8/8 19:33,121.428,31.381,2016/8/8 19:48,121.447,31.391,15,1,19
980591,233101,1259,2016/8/25 19:35,121.433,31.365,2016/8/25 19:54,121.438,31.38,19,4,19
715543,110623,7470,2016/8/17 8:49,121.425,31.391,2016/8/17 8:57,121.429,31.388,8,3,8
608954,148949,7465,2016/8/22 8:02,121.426,31.386,2016/8/22 8:22,121.433,31.353,20,1,8
1062546,84529,5808,2016/8/5 22:24,121.431,31.361,2016/8/5 22:36,121.412,31.354,12,5,22
814215,176054,460,2016/8/9 18:45,121.427,31.392,2016/8/9 19:05,121.424,31.416,20,2,18
491645,147116,6651,2016/8/9 14:14,121.428,31.362,2016/8/9 14:22,121.433,31.355,8,2,14
148862,316705,9747,2016/8/27 7:59,121.45,31.368,2016/8/27 8:15,121.434,31.356,16,6,7
1007524,247560,8236,2016/8/27 15:14,121.426,31.405,2016/8/27 15:22,121.422,31.404,8,6,15
649752,303037,16291,2016/8/30 8:59,121.428,31.381,2016/8/30 9:04,121.425,31.375,5,2,8
585627,181959,737,2016/8/17 8:24,121.448,31.372,2016/8/17 8:34,121.433,31.369,10,3,8
1000026,328587,7705,2016/8/25 19:48,121.426,31.417,2016/8/25 20:10,121.439,31.407,22,4,19
1120107,372251,12360,2016/8/29 21:55,121.444,31.362,2016/8/29 22:55,121.454,31.396,60,1,21
999253,167191,13290,2016/8/23 13:21,121.424,31.393,2016/8/23 13:35,121.409,31.386,14,2,13
1509765,291758,14532,2016/8/26 12:37,121.438,31.407,2016/8/26 12:43,121.434,31.417,6,5,12
139591,181628,6353,2016/8/10 8:00,121.436,31.415,2016/8/10 8:11,121.447,31.41,11,3,8
1575449,7560,3141,2016/8/16 21:12,121.45,31.368,2016/8/16 21:40,121.433,31.359,28,2,21
1719618,216367,1795,2016/8/26 16:20,121.43,31.368,2016/8/26 16:24,121.432,31.364,4,5,16
1346209,212345,1907,2016/8/13 18:36,121.426,31.365,2016/8/13 18:49,121.416,31.361,13,6,18
1349328,224012,13089,2016/8/27 18:37,121.429,31.361,2016/8/27 19:49,121.438,31.372,72,6,18
916724,121007,6389,2016/8/21 22:33,121.424,31.393,2016/8/21 22:40,121.411,31.391,7,7,22
434163,61243,5340,2016/8/16 8:21,121.428,31.381,2016/8/16 8:26,121.431,31.386,5,2,8
222647,381682,10623,2016/8/31 7:32,121.434,31.417,2016/8/31 7:40,121.439,31.407,8,3,7
1716769,88864,6691,2016/8/26 16:16,121.434,31.413,2016/8/26 16:22,121.439,31.407,6,5,16
895128,315465,1322,2016/8/26 8:09,121.444,31.364,2016/8/26 8:27,121.418,31.356,18,5,8
781289,209217,3874,2016/8/27 13:27,121.445,31.378,2016/8/27 13:46,121.436,31.388,19,6,13
1213116,299262,13290,2016/8/23 17:58,121.428,31.382,2016/8/23 18:56,121.427,31.413,58,2,17
372952,135002,11384,2016/8/26 6:37,121.437,31.373,2016/8/26 6:41,121.432,31.368,4,5,6
1036537,264587,11104,2016/8/23 13:58,121.433,31.365,2016/8/23 14:03,121.434,31.359,5,2,13
1717687,218265,2085,2016/8/31 20:53,121.446,31.363,2016/8/31 21:17,121.439,31.367,24,3,20
1037618,262403,12781,2016/8/25 20:28,121.439,31.407,2016/8/25 20:34,121.431,31.41,6,4,20
1338041,111390,11553,2016/8/22 17:28,121.431,31.369,2016/8/22 17:37,121.44,31.374,9,1,17
