6,晴天,20.5,0,1
7,晴天,21.3,0,2
8,晴天,19.7,0,5
9,晴天,20.8,0,4
10,晴天,17.6,0,3
11,晴天,17.1,0,2
12,晴天,21.9,0,3
13,晴天,19.2,0,1
14,晴天,21.9,0,1
15,晴天,18.9,0,2
16,晴天,21.7,0,0
17,晴天,21.8,0,5
18,晴天,21.2,0,0
19,晴天,19.4,0,6
20,晴天,18.9,0,6
21,晴天,18.7,0,2
22,晴天,20.9,0,1
6,雨天,19.2,0,1
7,雨天,18.9,0,3
8,雨天,18.3,0,10
9,雨天,17.7,0,4
10,雨天,21.0,0,4
11,雨天,18.1,0,1
12,雨天,21.2,0,3
13,雨天,19.8,0,0
14,雨天,21.8,0,4
15,雨天,19.5,0,2
16,雨天,20.3,0,2
17,雨天,19.1,0,4
18,雨天,18.1,0,7
19,雨天,17.7,0,4
20,雨天,21.6,0,6
21,雨天,21.4,0,4
22,雨天,22.0,0,1
6,晴天,21.9,0,4
7,晴天,21.6,0,7
8,晴天,21.2,0,4
9,晴天,20.5,0,8
10,晴天,17.3,0,4
11,晴天,20.0,0,3
12,晴天,17.8,0,5
13,晴天,19.9,0,4
14,晴天,20.8,0,4
15,晴天,18.5,0,3
16,晴天,19.4,0,3
17,晴天,18.1,0,6
18,晴天,21.5,0,2
19,晴天,20.1,0,7
20,晴天,21.1,0,8
21,晴天,17.2,0,5
22,晴天,21.4,0,2
6,晴天,20.8,0,2
7,晴天,18.3,0,2
8,晴天,21.6,0,8
9,晴天,17.3,0,3
10,晴天,18.7,0,5
11,晴天,19.1,0,2
12,晴天,21.4,0,2
13,晴天,17.4,0,2
14,晴天,17.5,0,4
15,晴天,21.0,0,0
16,晴天,19.1,0,5
17,晴天,17.5,0,3
18,晴天,18.0,0,8
19,晴天,18.8,0,3
20,晴天,17.7,0,6
21,晴天,20.9,0,6
22,晴天,20.8,0,2
6,阴天,18.1,0,1
7,阴天,21.4,0,6
8,阴天,18.3,0,7
9,阴天,20.4,0,3
10,阴天,18.6,0,3
11,阴天,17.7,0,1
12,阴天,20.8,0,1
13,阴天,18.7,0,3
14,阴天,17.1,0,3
15,阴天,17.3,0,8
