orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
78387,158357,10080,2016/8/20 6:57,121.348,31.389,2016/8/20 7:04,121.357,31.388,7,6,6
1106623,152045,8876,2016/8/13 16:17,121.383,31.254,2016/8/13 16:36,121.405,31.248,19,6,16
188537,78208,11735,2016/8/16 7:32,121.407,31.292,2016/8/16 7:41,121.418,31.288,9,2,7
270836,63136,11361,2016/8/29 9:21,121.369,31.252,2016/8/29 13:43,121.376,31.233,262,1,9
760441,274835,17177,2016/8/31 9:53,121.419,31.292,2016/8/31 10:04,121.442,31.297,11,3,9
113197,277976,1499,2016/8/31 6:51,121.413,31.358,2016/8/31 7:08,121.432,31.356,17,3,6
1725437,94034,10712,2016/8/31 21:31,121.442,31.264,2016/8/31 21:36,121.437,31.263,5,3,21
974312,87103,4921,2016/8/8 17:31,121.437,31.294,2016/8/8 17:44,121.427,31.303,13,1,17
1013785,364751,14595,2016/8/30 12:17,121.388,31.268,2016/8/30 12:28,121.368,31.272,11,2,12
1663013,9935,8929,2016/8/30 20:15,121.382,31.246,2016/8/30 20:22,121.38,31.251,7,2,20
399789,292393,10700,2016/8/24 5:49,121.364,31.248,2016/8/24 5:58,121.367,31.237,9,3,5
696318,311989,111,2016/8/26 7:45,121.308,31.244,2016/8/26 7:53,121.319,31.241,8,5,7
6291,97006,3787,2016/8/3 6:13,121.411,31.274,2016/8/3 6:19,121.417,31.272,6,3,6
994397,219744,2222,2016/8/14 16:06,121.431,31.265,2016/8/14 16:13,121.424,31.27,7,7,16
687323,264203,2994,2016/8/19 10:03,121.27,31.167,2016/8/19 10:07,121.275,31.169,4,5,10
1006857,366059,15141,2016/8/29 20:13,121.386,31.315,2016/8/29 20:27,121.375,31.298,14,1,20
1343437,119229,3534,2016/8/23 20:21,121.366,31.251,2016/8/23 20:41,121.365,31.227,20,2,20
1623601,281936,11266,2016/8/27 21:53,121.382,31.245,2016/8/27 22:29,121.404,31.213,36,6,21
306858,253943,5912,2016/8/22 6:47,121.38,31.323,2016/8/22 6:50,121.374,31.322,3,1,6
811041,224768,5198,2016/8/20 19:59,121.431,31.277,2016/8/20 20:25,121.443,31.281,26,6,19
80889,335198,12380,2016/8/29 7:45,121.354,31.226,2016/8/29 8:28,121.356,31.225,43,1,7
1233091,181992,9474,2016/8/11 21:20,121.366,31.22,2016/8/11 21:28,121.361,31.214,8,4,21
203972,240429,6713,2016/8/27 8:32,121.367,31.237,2016/8/27 8:35,121.37,31.232,3,6,8
1173878,158343,13075,2016/8/29 23:13,121.364,31.239,2016/8/29 23:31,121.339,31.252,18,1,23
998498,204658,7747,2016/8/28 13:58,121.36,31.209,2016/8/28 14:15,121.372,31.215,17,7,13
1241087,212148,5668,2016/8/15 19:24,121.322,31.282,2016/8/15 20:36,121.345,31.277,72,1,19
338989,201066,943,2016/8/17 7:37,121.311,31.239,2016/8/17 7:42,121.32,31.24,5,3,7
1371846,95750,520,2016/8/28 17:06,121.381,31.243,2016/8/28 18:00,121.382,31.232,54,7,17
555136,136005,7844,2016/8/13 10:11,121.377,31.256,2016/8/13 10:27,121.388,31.262,16,6,10
1080844,100108,5231,2016/8/16 14:25,121.367,31.237,2016/8/16 14:36,121.38,31.243,11,2,14
856060,280470,231,2016/8/20 20:48,121.402,31.263,2016/8/20 21:23,121.351,31.286,35,6,20
990456,192989,1730,2016/8/25 19:37,121.411,31.289,2016/8/25 19:54,121.414,31.271,17,4,19
536118,119962,746,2016/8/10 18:20,121.302,31.27,2016/8/10 19:29,121.301,31.271,69,3,18
122094,346085,9845,2016/8/28 8:40,121.361,31.349,2016/8/28 8:46,121.353,31.346,6,7,8
1223059,189835,7007,2016/8/22 21:07,121.416,31.263,2016/8/22 21:25,121.412,31.272,18,1,21
1655877,81997,9586,2016/8/17 22:48,121.377,31.218,2016/8/17 23:21,121.374,31.247,33,3,22
1389706,361968,12067,2016/8/31 17:04,121.32,31.29,2016/8/31 17:11,121.327,31.287,7,3,17
953542,22833,2711,2016/8/13 14:26,121.431,31.253,2016/8/13 14:49,121.422,31.26,23,6,14
309579,110558,11456,2016/8/15 8:13,121.39,31.269,2016/8/15 8:22,121.398,31.277,9,1,8
189199,13384,15366,2016/8/29 8:39,121.43,31.275,2016/8/29 8:57,121.438,31.281,18,1,8
265769,59751,937,2016/8/1 9:03,121.43,31.266,2016/8/1 9:14,121.419,31.275,11,1,9
37730,160470,3331,2016/8/16 0:12,121.422,31.279,2016/8/16 0:21,121.423,31.268,9,2,0
1370000,147293,3118,2016/8/13 18:58,121.384,31.319,2016/8/13 19:11,121.373,31.313,13,6,18
1394385,124460,8525,2016/8/15 23:04,121.366,31.237,2016/8/15 23:26,121.365,31.238,22,1,23
983789,32251,8880,2016/8/13 14:54,121.393,31.228,2016/8/13 15:03,121.406,31.23,9,6,14
461511,87583,10127,2016/8/20 15:16,121.375,31.247,2016/8/20 15:22,121.376,31.25,6,6,15
869129,190198,5368,2016/8/28 12:52,121.413,31.299,2016/8/28 13:03,121.419,31.289,11,7,12
517066,118077,4884,2016/8/16 8:40,121.331,31.184,2016/8/16 8:56,121.328,31.183,16,2,8
572112,87521,8949,2016/8/5 17:52,121.422,31.264,2016/8/5 18:00,121.427,31.269,8,5,17
773714,227641,5636,2016/8/24 7:45,121.334,31.262,2016/8/24 7:57,121.333,31.258,12,3,7
1241341,253029,8062,2016/8/27 17:20,121.391,31.243,2016/8/27 17:31,121.397,31.247,11,6,17
82475,267157,5324,2016/8/23 13:47,121.38,31.24,2016/8/23 13:53,121.378,31.233,6,2,13
985495,282152,5872,2016/8/20 23:40,121.443,31.262,2016/8/20 23:57,121.422,31.266,17,6,23
1281491,250713,12744,2016/8/23 18:59,121.385,31.21,2016/8/23 19:10,121.367,31.214,11,2,18
1123172,344332,15403,2016/8/31 13:43,121.413,31.302,2016/8/31 14:04,121.433,31.286,21,3,13
1486490,314582,11572,2016/8/26 12:17,121.367,31.238,2016/8/26 12:25,121.371,31.248,8,5,12
836985,129219,3174,2016/8/9 19:06,121.411,31.231,2016/8/9 19:17,121.406,31.238,11,2,19
47171,107771,5437,2016/8/1 6:10,121.389,31.276,2016/8/1 6:16,121.392,31.268,6,1,6
746077,38796,9138,2016/8/21 19:20,121.431,31.265,2016/8/21 19:33,121.444,31.266,13,7,19
894933,330034,10430,2016/8/26 8:08,121.375,31.254,2016/8/26 8:20,121.376,31.271,12,5,8
129723,188940,10318,2016/8/22 3:23,121.334,31.268,2016/8/22 3:30,121.328,31.269,7,1,3
1344680,169759,9726,2016/8/12 19:34,121.396,31.258,2016/8/12 20:04,121.397,31.256,30,5,19
1721533,120515,11166,2016/8/24 8:43,121.333,31.246,2016/8/24 9:20,121.335,31.268,37,3,8
339486,38225,16590,2016/8/29 10:38,121.411,31.273,2016/8/29 10:47,121.422,31.274,9,1,10
909262,153285,1480,2016/8/8 17:03,121.442,31.252,2016/8/8 17:07,121.441,31.253,4,1,17
958034,255161,8147,2016/8/29 19:43,121.324,31.296,2016/8/29 19:59,121.303,31.287,16,1,19
66558,207217,8482,2016/8/27 6:35,121.308,31.238,2016/8/27 6:43,121.319,31.241,8,6,6
12812,124765,980,2016/8/25 0:15,121.388,31.276,2016/8/25 0:48,121.384,31.275,33,4,0
262676,69359,7035,2016/8/10 10:50,121.428,31.256,2016/8/10 11:02,121.44,31.258,12,3,10
1259340,332455,8176,2016/8/26 9:36,121.349,31.185,2016/8/26 9:46,121.35,31.195,10,5,9
1097900,251731,7935,2016/8/19 17:16,121.364,31.26,2016/8/19 17:28,121.378,31.271,12,5,17
724770,119188,5424,2016/8/22 8:32,121.402,31.241,2016/8/22 8:44,121.409,31.231,12,1,8
791843,124174,6063,2016/8/29 17:33,121.357,31.347,2016/8/29 18:01,121.372,31.344,28,1,17
598845,254680,6961,2016/8/20 17:18,121.385,31.237,2016/8/20 18:32,121.309,31.208,74,6,17
1659193,112324,4158,2016/8/30 20:09,121.366,31.258,2016/8/30 20:14,121.362,31.252,5,2,20
1098610,176896,9796,2016/8/11 19:23,121.427,31.278,2016/8/11 19:28,121.428,31.279,5,4,19
610987,83847,7044,2016/8/19 9:16,121.349,31.209,2016/8/19 9:29,121.354,31.22,13,5,9
766980,89388,13170,2016/8/16 9:58,121.428,31.252,2016/8/16 10:04,121.431,31.246,6,2,9
1177650,167647,6121,2016/8/12 14:11,121.324,31.296,2016/8/12 14:27,121.32,31.283,16,5,14
923914,208138,8408,2016/8/17 11:03,121.431,31.29,2016/8/17 11:36,121.448,31.308,33,3,11
803386,171979,7927,2016/8/27 13:38,121.391,31.269,2016/8/27 13:59,121.368,31.252,21,6,13
470448,162605,9903,2016/8/18 16:07,121.386,31.214,2016/8/18 16:13,121.384,31.207,6,4,16
1046551,300310,3122,2016/8/25 20:30,121.377,31.318,2016/8/25 20:49,121.386,31.32,19,4,20
93168,266530,8996,2016/8/29 7:50,121.441,31.256,2016/8/29 8:01,121.446,31.242,11,1,7
343943,52194,7212,2016/8/7 17:15,121.397,31.256,2016/8/7 17:19,121.396,31.258,4,7,17
60822,156250,14915,2016/8/22 0:31,121.386,31.252,2016/8/22 0:48,121.387,31.269,17,1,0
385960,114506,2479,2016/8/10 15:40,121.392,31.22,2016/8/10 16:07,121.428,31.218,27,3,15
207249,107346,9753,2016/8/7 12:52,121.423,31.276,2016/8/7 13:15,121.441,31.261,23,7,12
356826,98650,9895,2016/8/21 12:27,121.331,31.265,2016/8/21 12:35,121.341,31.253,8,7,12
974425,87891,3695,2016/8/8 17:33,121.428,31.244,2016/8/8 17:47,121.406,31.242,14,1,17
1442384,221853,5307,2016/8/14 19:59,121.344,31.28,2016/8/14 20:05,121.351,31.286,6,7,19
79402,275593,16005,2016/8/29 7:34,121.355,31.352,2016/8/29 7:40,121.362,31.356,6,1,7
1343902,377075,8386,2016/8/31 16:40,121.407,31.316,2016/8/31 17:05,121.41,31.306,25,3,16
52297,203208,6778,2016/8/16 6:03,121.308,31.207,2016/8/16 6:14,121.315,31.195,11,2,6
1340048,222749,13385,2016/8/19 19:11,121.384,31.26,2016/8/19 19:23,121.377,31.261,12,5,19
1729258,79642,10858,2016/8/31 21:59,121.41,31.273,2016/8/31 22:06,121.418,31.271,7,3,21
180057,139656,6392,2016/8/7 11:52,121.32,31.24,2016/8/7 12:07,121.311,31.238,15,7,11
1000068,221919,713,2016/8/25 19:48,121.362,31.244,2016/8/25 20:26,121.369,31.243,38,4,19
268736,143665,5643,2016/8/11 8:19,121.419,31.292,2016/8/11 8:41,121.448,31.288,22,4,8
530997,147264,7323,2016/8/5 17:40,121.366,31.256,2016/8/5 17:49,121.382,31.253,9,5,17
796171,263255,8564,2016/8/26 8:00,121.353,31.244,2016/8/26 8:20,121.359,31.22,20,5,8
757318,302297,13378,2016/8/23 18:24,121.387,31.32,2016/8/23 18:36,121.371,31.31,12,2,18
871671,153324,14378,2016/8/21 21:19,121.353,31.22,2016/8/21 21:36,121.366,31.213,17,7,21
1286394,259558,5035,2016/8/30 15:54,121.373,31.262,2016/8/30 16:27,121.365,31.258,33,2,15
1687948,364783,3688,2016/8/31 19:41,121.419,31.253,2016/8/31 20:01,121.392,31.269,20,3,19
787816,185314,7714,2016/8/13 12:41,121.412,31.231,2016/8/13 12:52,121.41,31.234,11,6,12
1057211,310423,16640,2016/8/26 8:40,121.321,31.289,2016/8/26 8:53,121.322,31.296,13,5,8
1614503,318099,6486,2016/8/27 21:47,121.311,31.201,2016/8/27 22:24,121.305,31.202,37,6,21
1445341,252032,13153,2016/8/31 17:29,121.322,31.298,2016/8/31 17:35,121.318,31.308,6,3,17
84084,93364,9681,2016/8/21 7:00,121.361,31.234,2016/8/21 7:05,121.366,31.237,5,7,7
1758757,98457,13823,2016/8/24 18:58,121.421,31.262,2016/8/24 19:09,121.41,31.271,11,3,18
572942,73562,15002,2016/8/29 14:36,121.402,31.264,2016/8/29 14:43,121.41,31.268,7,1,14
1611428,216200,5626,2016/8/16 21:48,121.425,31.329,2016/8/16 22:03,121.436,31.32,15,2,21
819277,126003,7935,2016/8/4 17:38,121.42,31.234,2016/8/4 17:45,121.424,31.24,7,4,17
1431325,195670,8095,2016/8/23 23:06,121.397,31.257,2016/8/23 23:14,121.395,31.247,8,2,23
1109696,132128,9233,2016/8/5 23:28,121.367,31.259,2016/8/5 23:42,121.382,31.251,14,5,23
1663388,252141,12627,2016/8/24 14:01,121.411,31.277,2016/8/24 14:15,121.414,31.27,14,3,14
373841,69119,1579,2016/8/3 16:45,121.375,31.233,2016/8/3 16:55,121.381,31.244,10,3,16
567565,171241,759,2016/8/22 7:54,121.434,31.259,2016/8/22 8:01,121.44,31.256,7,1,7
1078568,201566,5519,2016/8/13 15:54,121.41,31.27,2016/8/13 16:31,121.409,31.279,37,6,15
953194,5982,1652,2016/8/4 19:41,121.385,31.215,2016/8/4 19:57,121.368,31.209,16,4,19
504792,250550,10572,2016/8/27 11:01,121.355,31.303,2016/8/27 11:10,121.354,31.288,9,6,11
38591,78266,7341,2016/8/2 8:36,121.438,31.259,2016/8/2 8:55,121.437,31.279,19,2,8
513320,207267,2489,2016/8/13 9:36,121.431,31.252,2016/8/13 9:47,121.436,31.258,11,6,9
1351800,66019,14271,2016/8/26 10:45,121.439,31.277,2016/8/26 10:55,121.424,31.264,10,5,10
1327226,304450,4620,2016/8/23 11:51,121.366,31.254,2016/8/23 11:59,121.367,31.251,8,2,11
1118139,182065,815,2016/8/11 19:37,121.407,31.299,2016/8/11 20:06,121.373,31.313,29,4,19
466597,272741,2120,2016/8/21 14:16,121.354,31.279,2016/8/21 14:27,121.364,31.27,11,7,14
524064,253424,3901,2016/8/31 8:36,121.401,31.294,2016/8/31 8:46,121.416,31.293,10,3,8
398548,138015,7291,2016/8/7 18:21,121.352,31.316,2016/8/7 18:54,121.347,31.314,33,7,18
755714,109783,15911,2016/8/29 17:13,121.41,31.271,2016/8/29 17:35,121.405,31.27,22,1,17
595778,15345,12165,2016/8/13 10:20,121.422,31.282,2016/8/13 10:32,121.419,31.292,12,6,10
1087721,220167,3035,2016/8/14 16:52,121.41,31.311,2016/8/14 18:20,121.423,31.291,88,7,16
1711281,248882,11990,2016/8/24 15:50,121.303,31.306,2016/8/24 16:17,121.321,31.296,27,3,15
103778,133594,10230,2016/8/8 7:29,121.443,31.27,2016/8/8 7:37,121.455,31.271,8,1,7
746821,21198,9203,2016/8/10 22:01,121.402,31.266,2016/8/10 22:04,121.401,31.272,3,3,22
1249901,41056,4397,2016/8/16 17:24,121.382,31.246,2016/8/16 17:43,121.384,31.261,19,2,17
1394096,187526,1614,2016/8/15 22:51,121.389,31.25,2016/8/15 23:00,121.382,31.236,9,1,22
977965,36639,1186,2016/8/29 19:57,121.419,31.265,2016/8/29 20:31,121.409,31.243,34,1,19
610211,73244,6899,2016/8/14 11:41,121.398,31.239,2016/8/14 11:47,121.392,31.242,6,7,11
396,94959,5037,2016/8/28 0:34,121.416,31.238,2016/8/28 0:46,121.425,31.237,12,7,0
1751937,242158,15583,2016/8/24 18:32,121.417,31.238,2016/8/24 18:43,121.405,31.243,11,3,18
414732,118258,200,2016/8/2 17:57,121.365,31.256,2016/8/2 18:11,121.362,31.244,14,2,17
1420342,235041,15293,2016/8/22 10:44,121.392,31.236,2016/8/22 11:28,121.324,31.235,44,1,10
273624,297380,12696,2016/8/25 8:48,121.342,31.252,2016/8/25 8:50,121.344,31.253,2,4,8
43925,111937,14151,2016/8/21 0:17,121.413,31.231,2016/8/21 0:24,121.408,31.222,7,7,0
1377563,377528,17119,2016/8/30 16:50,121.38,31.232,2016/8/30 16:59,121.385,31.237,9,2,16
659335,103963,12843,2016/8/18 18:30,121.358,31.244,2016/8/18 18:36,121.36,31.252,6,4,18
887302,315487,7963,2016/8/30 10:52,121.411,31.356,2016/8/30 10:55,121.409,31.359,3,2,10
1574547,174909,16110,2016/8/31 18:23,121.386,31.254,2016/8/31 18:54,121.421,31.243,31,3,18
1485115,293308,16100,2016/8/30 17:45,121.395,31.273,2016/8/30 17:52,121.39,31.269,7,2,17
1680172,111262,7529,2016/8/26 14:55,121.393,31.274,2016/8/26 15:02,121.39,31.269,7,5,14
907003,246187,10918,2016/8/18 22:15,121.421,31.242,2016/8/18 22:24,121.43,31.248,9,4,22
77756,152330,4921,2016/8/20 6:19,121.422,31.274,2016/8/20 6:31,121.406,31.276,12,6,6
1699110,385685,17349,2016/8/31 19:56,121.399,31.244,2016/8/31 20:15,121.435,31.239,19,3,19
1670805,227463,17657,2016/8/27 23:38,121.396,31.231,2016/8/28 0:03,121.428,31.226,25,6,23
1057109,331670,14616,2016/8/26 8:40,121.292,31.21,2016/8/26 8:58,121.305,31.211,18,5,8
1185935,39121,79,2016/8/12 15:01,121.307,31.209,2016/8/12 15:14,121.297,31.205,13,5,15
970090,128686,10614,2016/8/9 20:51,121.421,31.232,2016/8/9 21:23,121.417,31.23,32,2,20
1632243,13574,16313,2016/8/27 22:04,121.418,31.271,2016/8/27 22:15,121.424,31.262,11,6,22
1241467,224892,1030,2016/8/27 17:21,121.422,31.236,2016/8/27 17:43,121.413,31.235,22,6,17
373750,126494,5324,2016/8/3 16:42,121.381,31.319,2016/8/3 16:49,121.389,31.321,7,3,16
173203,121052,12763,2016/8/15 7:18,121.407,31.325,2016/8/15 7:25,121.408,31.316,7,1,7
1714991,315522,1737,2016/8/24 16:16,121.428,31.265,2016/8/24 16:24,121.435,31.267,8,3,16
1381271,284741,10495,2016/8/23 21:13,121.326,31.27,2016/8/23 21:26,121.329,31.256,13,2,21
1360490,30505,5148,2016/8/12 20:06,121.382,31.236,2016/8/12 20:11,121.384,31.242,5,5,20
696961,134930,1079,2016/8/3 20:21,121.361,31.293,2016/8/3 20:37,121.388,31.299,16,3,20
1228735,242744,5426,2016/8/26 9:24,121.38,31.233,2016/8/26 9:45,121.413,31.235,21,5,9
