orderid,bikeid,userid,time,start_location_x,start_location_y,end_time,end_location_x,end_location_y,lag,weekday,hour
537030,66346,10335,2016/8/7 21:00,121.488,31.224,2016/8/7 21:20,121.468,31.233,20,7,21
517706,99631,11258,2016/8/29 13:39,121.445,31.176,2016/8/29 13:54,121.447,31.192,15,1,13
1749105,250190,8174,2016/8/26 17:57,121.385,31.166,2016/8/26 18:43,121.439,31.193,46,5,17
1016344,319980,557,2016/8/29 20:20,121.466,31.185,2016/8/29 21:01,121.45,31.197,41,1,20
4156,57862,2395,2016/8/9 2:34,121.384,31.188,2016/8/9 2:37,121.383,31.187,3,2,2
420053,162491,13745,2016/8/20 14:25,121.432,31.18,2016/8/20 14:31,121.427,31.184,6,6,14
773687,263024,15033,2016/8/24 7:45,121.464,31.193,2016/8/24 7:53,121.47,31.19,8,3,7
770455,213900,1518,2016/8/25 17:26,121.506,31.148,2016/8/25 17:37,121.489,31.153,11,4,17
498783,60965,6071,2016/8/1 14:10,121.403,31.163,2016/8/1 14:25,121.42,31.176,15,1,14
1636726,297685,3929,2016/8/30 19:29,121.47,31.226,2016/8/30 20:29,121.484,31.236,60,2,19
424808,272788,7623,2016/8/21 13:27,121.401,31.14,2016/8/21 13:42,121.414,31.142,15,7,13
529327,60368,5968,2016/8/11 12:10,121.437,31.16,2016/8/11 12:16,121.434,31.168,6,4,12
38637,104457,8251,2016/8/2 8:37,121.434,31.201,2016/8/2 8:47,121.43,31.208,10,2,8
63918,51403,12550,2016/8/15 1:03,121.353,31.17,2016/8/15 1:05,121.352,31.172,2,1,1
982500,17675,3140,2016/8/4 19:44,121.319,31.129,2016/8/4 20:08,121.328,31.144,24,4,19
552334,125408,2773,2016/8/2 19:43,121.445,31.154,2016/8/2 19:58,121.446,31.133,15,2,19
203511,162687,12232,2016/8/27 8:25,121.368,31.19,2016/8/27 8:32,121.374,31.185,7,6,8
1563430,384828,945,2016/8/31 18:15,121.606,31.11,2016/8/31 18:58,121.57,31.115,43,3,18
128188,96422,4828,2016/8/3 9:10,121.441,31.214,2016/8/3 9:27,121.46,31.215,17,3,9
536965,56699,5940,2016/8/7 21:00,121.44,31.195,2016/8/7 21:17,121.453,31.19,17,7,21
1132212,236523,14710,2016/8/26 8:57,121.512,31.206,2016/8/26 9:04,121.518,31.203,7,5,8
588408,1380,3847,2016/8/23 9:07,121.484,31.214,2016/8/23 9:15,121.473,31.211,8,2,9
1787229,304334,15927,2016/8/24 21:27,121.46,31.231,2016/8/24 21:58,121.482,31.244,31,3,21
108772,94764,9910,2016/8/9 8:08,121.428,31.158,2016/8/9 8:23,121.434,31.174,15,2,8
541767,21137,14308,2016/8/19 8:42,121.468,31.206,2016/8/19 8:48,121.477,31.207,6,5,8
1273528,71995,4333,2016/8/17 17:04,121.529,31.195,2016/8/17 17:13,121.525,31.187,9,3,17
380625,22754,3017,2016/8/29 11:32,121.483,31.202,2016/8/29 11:39,121.476,31.206,7,1,11
819758,99654,12769,2016/8/13 12:53,121.463,31.22,2016/8/13 13:15,121.464,31.221,22,6,12
931740,54817,5246,2016/8/14 15:25,121.44,31.242,2016/8/14 15:36,121.426,31.23,11,7,15
699531,92326,9728,2016/8/8 13:27,121.42,31.2,2016/8/8 13:49,121.443,31.196,22,1,13
1062902,144000,9444,2016/8/29 20:57,121.44,31.229,2016/8/29 21:10,121.43,31.22,13,1,20
1576368,155238,8747,2016/8/6 17:15,121.449,31.224,2016/8/6 17:43,121.43,31.22,28,6,17
249011,1036,11163,2016/8/10 10:07,121.465,31.198,2016/8/10 10:26,121.483,31.209,19,3,10
1146919,39863,5091,2016/8/16 16:08,121.412,31.2,2016/8/16 16:37,121.445,31.191,29,2,16
1056621,17917,6716,2016/8/26 8:35,121.438,31.183,2016/8/26 8:54,121.409,31.177,19,5,8
31091,86305,749,2016/8/3 7:59,121.352,31.172,2016/8/3 8:04,121.355,31.166,5,3,7
138825,122669,6465,2016/8/7 9:59,121.516,31.147,2016/8/7 10:10,121.495,31.144,11,7,9
395978,277676,5584,2016/8/23 8:13,121.37,31.112,2016/8/23 8:27,121.385,31.11,14,2,8
783096,318716,4461,2016/8/25 17:36,121.495,31.213,2016/8/25 17:46,121.501,31.208,10,4,17
1313541,24232,9991,2016/8/12 18:49,121.474,31.222,2016/8/12 19:06,121.459,31.211,17,5,18
252044,151845,14284,2016/8/22 14:18,121.436,31.193,2016/8/22 14:24,121.429,31.192,6,1,14
823025,116696,7944,2016/8/17 9:32,121.393,31.195,2016/8/17 9:40,121.396,31.187,8,3,9
1143248,74003,2501,2016/8/1 22:41,121.429,31.198,2016/8/1 23:23,121.482,31.226,42,1,22
668467,34131,13869,2016/8/21 18:15,121.444,31.214,2016/8/21 18:18,121.44,31.213,3,7,18
1065063,140674,1323,2016/8/9 23:06,121.435,31.163,2016/8/9 23:13,121.432,31.168,7,2,23
136921,302732,12315,2016/8/25 7:37,121.402,31.08,2016/8/25 7:52,121.389,31.069,15,4,7
17159,308200,829,2016/8/29 6:16,121.455,31.153,2016/8/29 6:30,121.443,31.157,14,1,6
1470373,26481,3279,2016/8/6 8:15,121.422,31.204,2016/8/6 8:32,121.433,31.202,17,6,8
1560838,183462,11655,2016/8/14 21:27,121.413,31.196,2016/8/14 21:39,121.415,31.2,12,7,21
325859,210137,7854,2016/8/29 10:25,121.449,31.23,2016/8/29 10:37,121.434,31.239,12,1,10
744001,78053,1544,2016/8/9 18:13,121.367,31.139,2016/8/9 18:20,121.363,31.132,7,2,18
1100249,111853,17524,2016/8/29 21:29,121.396,31.156,2016/8/29 21:52,121.4,31.135,23,1,21
503027,191437,11649,2016/8/17 8:06,121.387,31.109,2016/8/17 8:10,121.389,31.103,4,3,8
1211158,22695,8184,2016/8/15 19:05,121.453,31.238,2016/8/15 19:35,121.435,31.215,30,1,19
237966,73392,7935,2016/8/18 9:37,121.452,31.23,2016/8/18 9:47,121.459,31.22,10,4,9
949944,13684,11149,2016/8/22 7:40,121.416,31.175,2016/8/22 7:46,121.409,31.179,6,1,7
393864,295377,17437,2016/8/29 11:38,121.445,31.224,2016/8/29 11:42,121.441,31.225,4,1,11
558525,13204,1914,2016/8/16 8:51,121.485,31.202,2016/8/16 9:03,121.494,31.208,12,2,8
393557,30140,12328,2016/8/16 8:15,121.426,31.224,2016/8/16 8:38,121.446,31.217,23,2,8
397308,6259,6146,2016/8/21 20:58,121.434,31.201,2016/8/21 21:04,121.43,31.21,6,7,20
